month,grid_id,lon,lat,era5_lon,era5_lat,u10_m_s,v10_m_s,wind_speed_m_s,wind_direction_from_deg,source_status
2003-01-01,G025_R380_C1132,103.125,-5.125,103.0,-5.0,1.4678726196289062,-0.8086318969726562,1.675868602324724,298.8497960414752,ok
2003-01-01,G025_R380_C1133,103.375,-5.125,103.25,-5.0,1.3580093383789062,-0.6953506469726562,1.525680794061984,297.1141133167115,ok
2003-01-01,G025_R380_C1134,103.625,-5.125,103.5,-5.0,1.3902359008789062,-0.30423736572265625,1.4231360563187363,282.3439352153185,ok
2003-01-01,G025_R380_C1135,103.875,-5.125,103.75,-5.0,0.9878921508789062,0.07369232177734375,0.9906368961718957,265.7338931310679,ok
2003-01-01,G025_R380_C1143,105.875,-5.125,105.75,-5.0,1.3775405883789062,-0.49320220947265625,1.4631700147488031,289.69894084540334,ok
2003-01-01,G025_R380_C1144,106.125,-5.125,106.0,-5.0,2.6680679321289062,-0.7729873657226562,2.7777861613201025,286.15725510686985,ok
2003-01-01,G025_R380_C1145,106.375,-5.125,106.25,-5.0,3.6119155883789062,-0.9272842407226562,3.7290468327264454,284.39854067409584,ok
2003-01-01,G025_R380_C1146,106.625,-5.125,106.5,-5.0,4.281837463378906,-1.0605850219726562,4.411232554698046,283.9118187118797,ok
2003-01-01,G025_R380_C1147,106.875,-5.125,106.75,-5.0,4.732032775878906,-1.1455459594726562,4.868717463280896,283.60854144757434,ok
2003-01-01,G025_R381_C1132,103.125,-5.375,103.0,-5.25,1.6622085571289062,-0.6865615844726562,1.7984171086447562,292.44267034042537,ok
2003-01-01,G025_R381_C1133,103.375,-5.375,103.25,-5.25,1.6949234008789062,-0.8208389282226562,1.8832264550320645,295.84056529145573,ok
2003-01-01,G025_R381_C1134,103.625,-5.375,103.5,-5.25,1.8580093383789062,-0.6733779907226562,1.9762683572563982,289.9214814572314,ok
2003-01-01,G025_R381_C1135,103.875,-5.375,103.75,-5.25,1.6084976196289062,-0.36234283447265625,1.6488046949367703,282.6949909909664,ok
2003-01-01,G025_R381_C1143,105.875,-5.375,105.75,-5.25,1.4507827758789062,-0.07865142822265625,1.452913180457927,273.1031439570264,ok
