month,grid_id,lon,lat,era5_lon,era5_lat,u10_m_s,v10_m_s,wind_speed_m_s,wind_direction_from_deg,source_status
2024-01-01,G025_R383_C1133,103.375,-5.875,103.25,-5.75,2.198000907897949,-0.6296596527099609,2.286411876581085,285.9853791093177,ok
2024-01-01,G025_R383_C1134,103.625,-5.875,103.5,-5.75,2.281497001647949,-0.6389369964599609,2.369276061157471,285.6449905261162,ok
2024-01-01,G025_R383_C1135,103.875,-5.875,103.75,-5.75,2.302493095397949,-0.8777065277099609,2.464111037096321,290.866763084766,ok
2024-01-01,G025_R383_C1136,104.125,-5.875,104.0,-5.75,2.492922782897949,-1.171651840209961,2.7545293674526405,295.17311286391373,ok
2024-01-01,G025_R383_C1137,104.375,-5.875,104.25,-5.75,2.498782157897949,-0.9802455902099609,2.684174675716021,291.4195475871835,ok
2024-01-01,G025_R383_C1139,104.875,-5.875,104.75,-5.75,2.140383720397949,0.26438331604003906,2.156650414032115,262.95840974136223,ok
2024-01-01,G025_R383_C1140,105.125,-5.875,105.0,-5.75,2.750247001647949,0.8293247222900391,2.872566459644578,253.219549057419,ok
2024-01-01,G025_R383_C1141,105.375,-5.875,105.25,-5.75,3.166262626647949,1.354715347290039,3.4439036997411443,246.83588232260564,ok
2024-01-01,G025_R383_C1142,105.625,-5.875,105.5,-5.75,2.731692314147949,1.488504409790039,3.1109143795899254,241.41394840774575,ok
2024-01-01,G025_R383_C1143,105.875,-5.875,105.75,-5.75,2.151614189147949,1.137430191040039,2.433760682243052,242.13726048037194,ok
2024-01-01,G025_R383_C1144,106.125,-5.875,106.0,-5.75,3.162356376647949,1.158914566040039,3.368023281437603,249.8735369308436,ok
2024-01-01,G025_R383_C1145,106.375,-5.875,106.25,-5.75,3.989016532897949,1.011941909790039,4.1153711045934465,255.76537278718092,ok
2024-01-01,G025_R383_C1146,106.625,-5.875,106.5,-5.75,4.240481376647949,0.6799106597900391,4.29464326935244,260.89083679565533,ok
2024-01-01,G025_R383_C1147,106.875,-5.875,106.75,-5.75,4.493899345397949,0.36448097229003906,4.508655864637443,265.3631337064951,ok
2024-01-01,G025_R384_C1132,103.125,-6.125,103.0,-6.0,2.292727470397949,-0.44313621520996094,2.335159300507781,280.9391879069218,ok
2024-01-01,G025_R384_C1133,103.375,-6.125,103.25,-6.0,2.343997001647949,-0.48512840270996094,2.393673225578315,281.693201737364,ok
2024-01-01,G025_R384_C1134,103.625,-6.125,103.5,-6.0,2.470950126647949,-0.5539760589599609,2.5322882936747795,282.63650610362674,ok
2024-01-01,G025_R384_C1135,103.875,-6.125,103.75,-6.0,2.546633720397949,-0.6281948089599609,2.6229700768160016,283.856885055626,ok
2024-01-01,G025_R384_C1136,104.125,-6.125,104.0,-6.0,2.752200126647949,-0.7751674652099609,2.8592814020730843,285.7300725995308,ok
2024-01-01,G025_R384_C1137,104.375,-6.125,104.25,-6.0,3.060793876647949,-0.7634487152099609,3.154570191972485,284.00541194538806,ok
2024-01-01,G025_R384_C1138,104.625,-6.125,104.5,-6.0,3.240481376647949,-0.49587059020996094,3.2782018233533705,278.70012542149885,ok
2024-01-01,G025_R384_C1139,104.875,-6.125,104.75,-6.0,3.348391532897949,0.05686378479003906,3.3488743403721983,269.0270726444699,ok
