grid_1,grid_2,distance_degree,neighbor,correlation,distance_group
G025_R383_C1145,G025_R389_C1141,1.8027756377319946,FALSE,-0.030312742518425743,"(1.51,Inf]"
G025_R383_C1146,G025_R389_C1141,1.9525624189766635,FALSE,-0.11462706900969977,"(1.51,Inf]"
G025_R383_C1147,G025_R389_C1141,2.1213203435596424,FALSE,-0.1945545877173493,"(1.51,Inf]"
G025_R384_C1132,G025_R389_C1141,2.57390753524675,FALSE,0.6978733002963157,"(1.51,Inf]"
G025_R384_C1133,G025_R389_C1141,2.358495283014151,FALSE,0.6826062980894188,"(1.51,Inf]"
G025_R384_C1134,G025_R389_C1141,2.1505813167606567,FALSE,0.6847553725500416,"(1.51,Inf]"
G025_R384_C1135,G025_R389_C1141,1.9525624189766635,FALSE,0.695070200687316,"(1.51,Inf]"
G025_R384_C1136,G025_R389_C1141,1.7677669529663689,FALSE,0.731856461538001,"(1.51,Inf]"
G025_R384_C1137,G025_R389_C1141,1.6007810593582121,FALSE,0.7170962443195076,"(1.51,Inf]"
G025_R384_C1138,G025_R389_C1141,1.4577379737113252,FALSE,0.6533701982156468,"(1.01,1.51]"
G025_R384_C1139,G025_R389_C1141,1.346291201783626,FALSE,0.7059516009155078,"(1.01,1.51]"
G025_R384_C1140,G025_R389_C1141,1.2747548783981961,FALSE,0.6722434210824639,"(1.01,1.51]"
G025_R384_C1141,G025_R389_C1141,1.25,FALSE,0.58060277129796245,"(1.01,1.51]"
G025_R384_C1142,G025_R389_C1141,1.2747548783981961,FALSE,0.44046815145873314,"(1.01,1.51]"
G025_R385_C1132,G025_R389_C1141,2.462214450449026,FALSE,0.7262751574234693,"(1.51,Inf]"
G025_R385_C1133,G025_R389_C1141,2.23606797749979,FALSE,0.7133264955330539,"(1.51,Inf]"
G025_R385_C1134,G025_R389_C1141,2.0155644370746373,FALSE,0.7127733403913289,"(1.51,Inf]"
G025_R385_C1135,G025_R389_C1141,1.8027756377319946,FALSE,0.7423773437706097,"(1.51,Inf]"
G025_R385_C1136,G025_R389_C1141,1.6007810593582121,FALSE,0.7392882726083783,"(1.51,Inf]"
G025_R385_C1137,G025_R389_C1141,1.4142135623730951,FALSE,0.6865713613629875,"(1.01,1.51]"
G025_R385_C1138,G025_R389_C1141,1.25,FALSE,0.6856971571744437,"(1.01,1.51]"
G025_R385_C1139,G025_R389_C1141,1.118033988749895,FALSE,0.6958372769981875,"(1.01,1.51]"
G025_R385_C1140,G025_R389_C1141,1.0307764064044151,FALSE,0.6374771475187525,"(1.01,1.51]"
G025_R385_C1141,G025_R389_C1141,1,FALSE,0.5535751881164167,"(0.76,1.01]"
G025_R385_C1142,G025_R389_C1141,1.0307764064044151,FALSE,0.4075307133342034,"(1.01,1.51]"
G025_R386_C1132,G025_R389_C1141,2.3717082451262845,FALSE,0.7358760069492387,"(1.51,Inf]"
G025_R386_C1133,G025_R389_C1141,2.1360009363293826,FALSE,0.7299168949428675,"(1.51,Inf]"
G025_R386_C1134,G025_R389_C1141,1.9039432764659772,FALSE,0.7305771280535361,"(1.51,Inf]"
G025_R386_C1135,G025_R389_C1141,1.6770509831248424,FALSE,0.7649299132754369,"(1.51,Inf]"
G025_R386_C1136,G025_R389_C1141,1.4577379737113252,FALSE,0.7449972218977452,"(1.01,1.51]"
G025_R386_C1137,G025_R389_C1141,1.25,FALSE,0.7114364207202492,"(1.01,1.51]"
G025_R386_C1138,G025_R389_C1141,1.0606601717798212,FALSE,0.7033379168965461,"(1.01,1.51]"
G025_R386_C1139,G025_R389_C1141,0.9013878188659973,FALSE,0.6830863653672576,"(0.76,1.01]"
G025_R386_C1141,G025_R389_C1141,0.75,FALSE,0.5676109790189167,"(0.51,0.76]"
G025_R387_C1132,G025_R389_C1141,2.3048861143232218,FALSE,0.7456789957871359,"(1.51,Inf]"
G025_R387_C1133,G025_R389_C1141,2.0615528128088303,FALSE,0.7206042551722389,"(1.51,Inf]"
G025_R387_C1134,G025_R389_C1141,1.8200274723201295,FALSE,0.7376395193483777,"(1.51,Inf]"
G025_R387_C1135,G025_R389_C1141,1.5811388300841898,FALSE,0.7521992589433312,"(1.51,Inf]"
G025_R387_C1136,G025_R389_C1141,1.346291201783626,FALSE,0.7443079311092365,"(1.01,1.51]"
G025_R387_C1137,G025_R389_C1141,1.118033988749895,FALSE,0.7260520817733316,"(1.01,1.51]"
G025_R387_C1138,G025_R389_C1141,0.9013878188659973,FALSE,0.7446708534909748,"(0.76,1.01]"
G025_R387_C1139,G025_R389_C1141,0.7071067811865476,FALSE,0.7580298202753795,"(0.51,0.76]"
G025_R387_C1140,G025_R389_C1141,0.5590169943749475,FALSE,0.7643736121676599,"(0.51,0.76]"
G025_R387_C1141,G025_R389_C1141,0.5,FALSE,0.6144383263171026,"(0.26,0.51]"
G025_R387_C1142,G025_R389_C1141,0.5590169943749475,FALSE,0.4425508323420152,"(0.51,0.76]"
G025_R387_C1143,G025_R389_C1141,0.7071067811865476,FALSE,0.4473417520253512,"(0.51,0.76]"
G025_R388_C1132,G025_R389_C1141,2.2638462845343543,FALSE,0.7580142849646297,"(1.51,Inf]"
G025_R388_C1133,G025_R389_C1141,2.0155644370746373,FALSE,0.7131416669393923,"(1.51,Inf]"
G025_R388_C1134,G025_R389_C1141,1.7677669529663689,FALSE,0.7188649258647105,"(1.51,Inf]"
G025_R388_C1135,G025_R389_C1141,1.5206906325745548,FALSE,0.7194008145391155,"(1.51,Inf]"
G025_R388_C1136,G025_R389_C1141,1.2747548783981961,FALSE,0.7086083861179044,"(1.01,1.51]"
G025_R388_C1137,G025_R389_C1141,1.0307764064044151,FALSE,0.7307448084694532,"(1.01,1.51]"
G025_R388_C1138,G025_R389_C1141,0.7905694150420949,FALSE,0.7599146781679423,"(0.76,1.01]"
G025_R388_C1139,G025_R389_C1141,0.5590169943749475,FALSE,0.8124879852756497,"(0.51,0.76]"
G025_R388_C1140,G025_R389_C1141,0.3535533905932738,FALSE,0.8722251878013114,"(0.26,0.51]"
G025_R388_C1141,G025_R389_C1141,0.25,TRUE,0.899533271880191,"[0,0.26]"
G025_R388_C1142,G025_R389_C1141,0.3535533905932738,FALSE,0.8511228906051748,"(0.26,0.51]"
G025_R388_C1143,G025_R389_C1141,0.5590169943749475,FALSE,0.796595236255414,"(0.51,0.76]"
G025_R388_C1144,G025_R389_C1141,0.7905694150420949,FALSE,0.7213329081817167,"(0.76,1.01]"
G025_R388_C1145,G025_R389_C1141,1.0307764064044151,FALSE,0.5385449453984016,"(1.01,1.51]"
G025_R389_C1132,G025_R389_C1141,2.25,FALSE,0.7260799455251596,"(1.51,Inf]"
G025_R389_C1133,G025_R389_C1141,2,FALSE,0.6936403918124665,"(1.51,Inf]"
G025_R389_C1134,G025_R389_C1141,1.75,FALSE,0.7064832046022571,"(1.51,Inf]"
G025_R389_C1135,G025_R389_C1141,1.5,FALSE,0.6967577530856396,"(1.01,1.51]"
G025_R389_C1136,G025_R389_C1141,1.25,FALSE,0.7093856334783107,"(1.01,1.51]"
G025_R389_C1137,G025_R389_C1141,1,FALSE,0.7428229116260783,"(0.76,1.01]"
G025_R389_C1138,G025_R389_C1141,0.75,FALSE,0.7558271037810134,"(0.51,0.76]"
G025_R389_C1139,G025_R389_C1141,0.5,FALSE,0.8267980739085449,"(0.26,0.51]"
G025_R389_C1140,G025_R389_C1141,0.25,TRUE,0.9364418782039176,"[0,0.26]"
G025_R380_C1132,G025_R389_C1142,3.3634060117684275,FALSE,0.6440732718169653,"(1.51,Inf]"
G025_R380_C1133,G025_R389_C1142,3.181980515339464,FALSE,0.6316794727898882,"(1.51,Inf]"
G025_R380_C1134,G025_R389_C1142,3.010398644698074,FALSE,0.5796395461744931,"(1.51,Inf]"
G025_R380_C1135,G025_R389_C1142,2.850438562747845,FALSE,0.48156391797775583,"(1.51,Inf]"
G025_R380_C1143,G025_R389_C1142,2.2638462845343543,FALSE,0.1263403090704568,"(1.51,Inf]"
G025_R380_C1144,G025_R389_C1142,2.3048861143232218,FALSE,0.27219330245769724,"(1.51,Inf]"
G025_R380_C1145,G025_R389_C1142,2.3717082451262845,FALSE,0.14734437466275843,"(1.51,Inf]"
G025_R380_C1146,G025_R389_C1142,2.462214450449026,FALSE,-0.012528385862985538,"(1.51,Inf]"
G025_R380_C1147,G025_R389_C1142,2.57390753524675,FALSE,-0.050794805606764,"(1.51,Inf]"
G025_R381_C1132,G025_R389_C1142,3.2015621187164243,FALSE,0.663421951377885,"(1.51,Inf]"
G025_R381_C1133,G025_R389_C1142,3.010398644698074,FALSE,0.6842482997731589,"(1.51,Inf]"
G025_R381_C1134,G025_R389_C1142,2.8284271247461903,FALSE,0.6467771919451915,"(1.51,Inf]"
G025_R381_C1135,G025_R389_C1142,2.6575364531836625,FALSE,0.6420508375596693,"(1.51,Inf]"
G025_R381_C1143,G025_R389_C1142,2.0155644370746373,FALSE,0.09210977746602085,"(1.51,Inf]"
G025_R381_C1144,G025_R389_C1142,2.0615528128088303,FALSE,0.308005165070028,"(1.51,Inf]"
G025_R381_C1145,G025_R389_C1142,2.1360009363293826,FALSE,0.19047856993553666,"(1.51,Inf]"
G025_R381_C1146,G025_R389_C1142,2.23606797749979,FALSE,0.08792306537359687,"(1.51,Inf]"
G025_R381_C1147,G025_R389_C1142,2.358495283014151,FALSE,0.04894162560038537,"(1.51,Inf]"
G025_R382_C1132,G025_R389_C1142,3.0516389039334255,FALSE,0.688909120952446,"(1.51,Inf]"
G025_R382_C1133,G025_R389_C1142,2.850438562747845,FALSE,0.6817629274162087,"(1.51,Inf]"
G025_R382_C1134,G025_R389_C1142,2.6575364531836625,FALSE,0.6823898066307071,"(1.51,Inf]"
G025_R382_C1135,G025_R389_C1142,2.4748737341529163,FALSE,0.6949557727035348,"(1.51,Inf]"
G025_R382_C1136,G025_R389_C1142,2.3048861143232218,FALSE,0.6881642553667875,"(1.51,Inf]"
G025_R382_C1138,G025_R389_C1142,2.0155644370746373,FALSE,0.11941134931016206,"(1.51,Inf]"
G025_R382_C1141,G025_R389_C1142,1.7677669529663689,FALSE,0.24194865529271406,"(1.51,Inf]"
G025_R382_C1143,G025_R389_C1142,1.7677669529663689,FALSE,0.1867854306017282,"(1.51,Inf]"
G025_R382_C1144,G025_R389_C1142,1.8200274723201295,FALSE,0.22374784313101775,"(1.51,Inf]"
G025_R382_C1145,G025_R389_C1142,1.9039432764659772,FALSE,0.10666038081815322,"(1.51,Inf]"
G025_R382_C1146,G025_R389_C1142,2.0155644370746373,FALSE,0.006487977123789061,"(1.51,Inf]"
G025_R382_C1147,G025_R389_C1142,2.1505813167606567,FALSE,-2.630566877669799e-4,"(1.51,Inf]"
G025_R383_C1132,G025_R389_C1142,2.9154759474226504,FALSE,0.7013771279331704,"(1.51,Inf]"
G025_R383_C1133,G025_R389_C1142,2.704163456597992,FALSE,0.7099174893558698,"(1.51,Inf]"
G025_R383_C1134,G025_R389_C1142,2.5,FALSE,0.6928348967373317,"(1.51,Inf]"
G025_R383_C1135,G025_R389_C1142,2.3048861143232218,FALSE,0.7079631102271026,"(1.51,Inf]"
G025_R383_C1136,G025_R389_C1142,2.1213203435596424,FALSE,0.7543173883458157,"(1.51,Inf]"
G025_R383_C1137,G025_R389_C1142,1.9525624189766635,FALSE,0.7230789691865194,"(1.51,Inf]"
G025_R383_C1139,G025_R389_C1142,1.6770509831248424,FALSE,0.702303809996842,"(1.51,Inf]"
G025_R383_C1140,G025_R389_C1142,1.5811388300841898,FALSE,0.6926665561244584,"(1.51,Inf]"
G025_R383_C1141,G025_R389_C1142,1.5206906325745548,FALSE,0.5525776393498713,"(1.51,Inf]"
G025_R383_C1142,G025_R389_C1142,1.5,FALSE,0.448082334810127,"(1.01,1.51]"
G025_R383_C1143,G025_R389_C1142,1.5206906325745548,FALSE,0.28252775463598234,"(1.51,Inf]"
G025_R383_C1144,G025_R389_C1142,1.5811388300841898,FALSE,-0.022910464766468373,"(1.51,Inf]"
G025_R383_C1145,G025_R389_C1142,1.6770509831248424,FALSE,-0.08210431855932515,"(1.51,Inf]"
G025_R383_C1146,G025_R389_C1142,1.8027756377319946,FALSE,-0.14500284911452166,"(1.51,Inf]"
G025_R383_C1147,G025_R389_C1142,1.9525624189766635,FALSE,-0.2214421690969196,"(1.51,Inf]"
G025_R384_C1132,G025_R389_C1142,2.7950849718747373,FALSE,0.7106669170990666,"(1.51,Inf]"
G025_R384_C1133,G025_R389_C1142,2.57390753524675,FALSE,0.7073249594222955,"(1.51,Inf]"
G025_R384_C1134,G025_R389_C1142,2.358495283014151,FALSE,0.7029544809965258,"(1.51,Inf]"
G025_R384_C1135,G025_R389_C1142,2.1505813167606567,FALSE,0.7040491574394068,"(1.51,Inf]"
G025_R384_C1136,G025_R389_C1142,1.9525624189766635,FALSE,0.7459388557642814,"(1.51,Inf]"
G025_R384_C1137,G025_R389_C1142,1.7677669529663689,FALSE,0.7458300822473449,"(1.51,Inf]"
G025_R384_C1138,G025_R389_C1142,1.6007810593582121,FALSE,0.6881548829089961,"(1.51,Inf]"
G025_R384_C1139,G025_R389_C1142,1.4577379737113252,FALSE,0.7302057708752003,"(1.01,1.51]"
G025_R384_C1140,G025_R389_C1142,1.346291201783626,FALSE,0.6662999898388675,"(1.01,1.51]"
G025_R384_C1141,G025_R389_C1142,1.2747548783981961,FALSE,0.5359331681341085,"(1.01,1.51]"
G025_R384_C1142,G025_R389_C1142,1.25,FALSE,0.37273456028790136,"(1.01,1.51]"
G025_R385_C1132,G025_R389_C1142,2.692582403567252,FALSE,0.7456247539596116,"(1.51,Inf]"
G025_R385_C1133,G025_R389_C1142,2.462214450449026,FALSE,0.731693496125439,"(1.51,Inf]"
G025_R385_C1134,G025_R389_C1142,2.23606797749979,FALSE,0.7309964735442414,"(1.51,Inf]"
G025_R385_C1135,G025_R389_C1142,2.0155644370746373,FALSE,0.7573114347453643,"(1.51,Inf]"
G025_R385_C1136,G025_R389_C1142,1.8027756377319946,FALSE,0.7566950437420628,"(1.51,Inf]"
G025_R385_C1137,G025_R389_C1142,1.6007810593582121,FALSE,0.7176089788307256,"(1.51,Inf]"
G025_R385_C1138,G025_R389_C1142,1.4142135623730951,FALSE,0.719845004337651,"(1.01,1.51]"
G025_R385_C1139,G025_R389_C1142,1.25,FALSE,0.6844185929315149,"(1.01,1.51]"
G025_R385_C1140,G025_R389_C1142,1.118033988749895,FALSE,0.5924876214267317,"(1.01,1.51]"
G025_R385_C1141,G025_R389_C1142,1.0307764064044151,FALSE,0.49555184092373,"(1.01,1.51]"
G025_R385_C1142,G025_R389_C1142,1,FALSE,0.3894914731610083,"(0.76,1.01]"
G025_R386_C1132,G025_R389_C1142,2.6100766272276377,FALSE,0.743669694324035,"(1.51,Inf]"
G025_R386_C1133,G025_R389_C1142,2.3717082451262845,FALSE,0.744668325545521,"(1.51,Inf]"
G025_R386_C1134,G025_R389_C1142,2.1360009363293826,FALSE,0.748570811732416,"(1.51,Inf]"
G025_R386_C1135,G025_R389_C1142,1.9039432764659772,FALSE,0.7780044461164977,"(1.51,Inf]"
G025_R386_C1136,G025_R389_C1142,1.6770509831248424,FALSE,0.7547112383160255,"(1.51,Inf]"
G025_R386_C1137,G025_R389_C1142,1.4577379737113252,FALSE,0.7179053056516713,"(1.01,1.51]"
G025_R386_C1138,G025_R389_C1142,1.25,FALSE,0.6909052898498348,"(1.01,1.51]"
G025_R386_C1139,G025_R389_C1142,1.0606601717798212,FALSE,0.6392563308227038,"(1.01,1.51]"
G025_R386_C1141,G025_R389_C1142,0.7905694150420949,FALSE,0.5434172605922419,"(0.76,1.01]"
G025_R387_C1132,G025_R389_C1142,2.5495097567963922,FALSE,0.75311823406296,"(1.51,Inf]"
G025_R387_C1133,G025_R389_C1142,2.3048861143232218,FALSE,0.7238883148047426,"(1.51,Inf]"
G025_R387_C1134,G025_R389_C1142,2.0615528128088303,FALSE,0.7427116506027712,"(1.51,Inf]"
G025_R387_C1135,G025_R389_C1142,1.8200274723201295,FALSE,0.7558294196511207,"(1.51,Inf]"
G025_R387_C1136,G025_R389_C1142,1.5811388300841898,FALSE,0.7446946690902609,"(1.51,Inf]"
G025_R387_C1137,G025_R389_C1142,1.346291201783626,FALSE,0.7190281639223782,"(1.01,1.51]"
G025_R387_C1138,G025_R389_C1142,1.118033988749895,FALSE,0.7186806250568318,"(1.01,1.51]"
G025_R387_C1139,G025_R389_C1142,0.9013878188659973,FALSE,0.7106340194288231,"(0.76,1.01]"
G025_R387_C1140,G025_R389_C1142,0.7071067811865476,FALSE,0.7228825313711055,"(0.51,0.76]"
G025_R387_C1141,G025_R389_C1142,0.5590169943749475,FALSE,0.626666515280907,"(0.51,0.76]"
G025_R387_C1142,G025_R389_C1142,0.5,FALSE,0.47038456754717084,"(0.26,0.51]"
G025_R387_C1143,G025_R389_C1142,0.5590169943749475,FALSE,0.49254252578005553,"(0.51,0.76]"
G025_R388_C1132,G025_R389_C1142,2.5124689052802225,FALSE,0.7510043425311508,"(1.51,Inf]"
G025_R388_C1133,G025_R389_C1142,2.2638462845343543,FALSE,0.7086444398123989,"(1.51,Inf]"
G025_R388_C1134,G025_R389_C1142,2.0155644370746373,FALSE,0.7100824985026285,"(1.51,Inf]"
G025_R388_C1135,G025_R389_C1142,1.7677669529663689,FALSE,0.7129932717854578,"(1.51,Inf]"
G025_R388_C1136,G025_R389_C1142,1.5206906325745548,FALSE,0.6941967720054928,"(1.51,Inf]"
G025_R388_C1137,G025_R389_C1142,1.2747548783981961,FALSE,0.7032126328630381,"(1.01,1.51]"
G025_R388_C1138,G025_R389_C1142,1.0307764064044151,FALSE,0.7270173428217915,"(1.01,1.51]"
G025_R388_C1139,G025_R389_C1142,0.7905694150420949,FALSE,0.7636746587693233,"(0.76,1.01]"
G025_R388_C1140,G025_R389_C1142,0.5590169943749475,FALSE,0.7866993166900218,"(0.51,0.76]"
G025_R388_C1141,G025_R389_C1142,0.3535533905932738,FALSE,0.8648606630869817,"(0.26,0.51]"
G025_R388_C1142,G025_R389_C1142,0.25,TRUE,0.8856175333546213,"[0,0.26]"
G025_R388_C1143,G025_R389_C1142,0.3535533905932738,FALSE,0.8394075614146056,"(0.26,0.51]"
G025_R388_C1144,G025_R389_C1142,0.5590169943749475,FALSE,0.7612026307841191,"(0.51,0.76]"
G025_R388_C1145,G025_R389_C1142,0.7905694150420949,FALSE,0.5684130822225482,"(0.76,1.01]"
G025_R389_C1132,G025_R389_C1142,2.5,FALSE,0.7181427465205662,"(1.51,Inf]"
G025_R389_C1133,G025_R389_C1142,2.25,FALSE,0.6952944915938329,"(1.51,Inf]"
G025_R389_C1134,G025_R389_C1142,2,FALSE,0.7006416588172386,"(1.51,Inf]"
G025_R389_C1135,G025_R389_C1142,1.75,FALSE,0.6858024508706673,"(1.51,Inf]"
G025_R389_C1136,G025_R389_C1142,1.5,FALSE,0.6837701266718831,"(1.01,1.51]"
G025_R389_C1137,G025_R389_C1142,1.25,FALSE,0.7060147257605007,"(1.01,1.51]"
G025_R389_C1138,G025_R389_C1142,1,FALSE,0.7056027546942949,"(0.76,1.01]"
G025_R389_C1139,G025_R389_C1142,0.75,FALSE,0.7438804416014957,"(0.51,0.76]"
G025_R389_C1140,G025_R389_C1142,0.5,FALSE,0.8323442651217807,"(0.26,0.51]"
G025_R389_C1141,G025_R389_C1142,0.25,TRUE,0.9224056832310208,"[0,0.26]"
G025_R380_C1132,G025_R389_C1143,3.553167600887974,FALSE,0.6463102836900199,"(1.51,Inf]"
G025_R380_C1133,G025_R389_C1143,3.3634060117684275,FALSE,0.6413463223433886,"(1.51,Inf]"
G025_R380_C1134,G025_R389_C1143,3.181980515339464,FALSE,0.5713975282624663,"(1.51,Inf]"
G025_R380_C1135,G025_R389_C1143,3.010398644698074,FALSE,0.4686351547419311,"(1.51,Inf]"
G025_R380_C1143,G025_R389_C1143,2.25,FALSE,0.1368731797672844,"(1.51,Inf]"
G025_R380_C1144,G025_R389_C1143,2.2638462845343543,FALSE,0.2610294711305921,"(1.51,Inf]"
G025_R380_C1145,G025_R389_C1143,2.3048861143232218,FALSE,0.13891797294172487,"(1.51,Inf]"
G025_R380_C1146,G025_R389_C1143,2.3717082451262845,FALSE,0.016882584655914388,"(1.51,Inf]"
G025_R380_C1147,G025_R389_C1143,2.462214450449026,FALSE,-0.029958978035387922,"(1.51,Inf]"
G025_R381_C1132,G025_R389_C1143,3.400367627183861,FALSE,0.6582382031673555,"(1.51,Inf]"
G025_R381_C1133,G025_R389_C1143,3.2015621187164243,FALSE,0.6860645874446982,"(1.51,Inf]"
G025_R381_C1134,G025_R389_C1143,3.010398644698074,FALSE,0.6669931713494006,"(1.51,Inf]"
G025_R381_C1135,G025_R389_C1143,2.8284271247461903,FALSE,0.6658519082612809,"(1.51,Inf]"
G025_R381_C1143,G025_R389_C1143,2,FALSE,0.11045044027368747,"(1.51,Inf]"
G025_R381_C1144,G025_R389_C1143,2.0155644370746373,FALSE,0.2911941033781848,"(1.51,Inf]"
G025_R381_C1145,G025_R389_C1143,2.0615528128088303,FALSE,0.17116676857344812,"(1.51,Inf]"
G025_R381_C1146,G025_R389_C1143,2.1360009363293826,FALSE,0.08337193022510202,"(1.51,Inf]"
G025_R381_C1147,G025_R389_C1143,2.23606797749979,FALSE,0.05906392659410489,"(1.51,Inf]"
G025_R382_C1132,G025_R389_C1143,3.2596012026013246,FALSE,0.696574558353062,"(1.51,Inf]"
G025_R382_C1133,G025_R389_C1143,3.0516389039334255,FALSE,0.6991562025316527,"(1.51,Inf]"
G025_R382_C1134,G025_R389_C1143,2.850438562747845,FALSE,0.6956268621059145,"(1.51,Inf]"
G025_R382_C1135,G025_R389_C1143,2.6575364531836625,FALSE,0.7064865816778635,"(1.51,Inf]"
G025_R382_C1136,G025_R389_C1143,2.4748737341529163,FALSE,0.7008078299389616,"(1.51,Inf]"
G025_R382_C1138,G025_R389_C1143,2.1505813167606567,FALSE,0.09442767025014959,"(1.51,Inf]"
G025_R382_C1141,G025_R389_C1143,1.8200274723201295,FALSE,0.27049226935185716,"(1.51,Inf]"
G025_R382_C1143,G025_R389_C1143,1.75,FALSE,0.1484039995095566,"(1.51,Inf]"
G025_R382_C1144,G025_R389_C1143,1.7677669529663689,FALSE,0.18452237959229717,"(1.51,Inf]"
G025_R382_C1145,G025_R389_C1143,1.8200274723201295,FALSE,0.09317392951502293,"(1.51,Inf]"
G025_R382_C1146,G025_R389_C1143,1.9039432764659772,FALSE,0.0013322642868768286,"(1.51,Inf]"
G025_R382_C1147,G025_R389_C1143,2.0155644370746373,FALSE,-0.00970646563006509,"(1.51,Inf]"
G025_R383_C1132,G025_R389_C1143,3.132491021535417,FALSE,0.7060514262106189,"(1.51,Inf]"
G025_R383_C1133,G025_R389_C1143,2.9154759474226504,FALSE,0.7199420486499274,"(1.51,Inf]"
G025_R383_C1134,G025_R389_C1143,2.704163456597992,FALSE,0.70408021195635,"(1.51,Inf]"
G025_R383_C1135,G025_R389_C1143,2.5,FALSE,0.719533759917551,"(1.51,Inf]"
G025_R383_C1136,G025_R389_C1143,2.3048861143232218,FALSE,0.7675189863309411,"(1.51,Inf]"
G025_R383_C1137,G025_R389_C1143,2.1213203435596424,FALSE,0.7346400870049354,"(1.51,Inf]"
G025_R383_C1139,G025_R389_C1143,1.8027756377319946,FALSE,0.7063653859761004,"(1.51,Inf]"
G025_R383_C1140,G025_R389_C1143,1.6770509831248424,FALSE,0.6993450946189445,"(1.51,Inf]"
G025_R383_C1141,G025_R389_C1143,1.5811388300841898,FALSE,0.5483698446414774,"(1.51,Inf]"
G025_R383_C1142,G025_R389_C1143,1.5206906325745548,FALSE,0.4222001034803038,"(1.51,Inf]"
G025_R383_C1143,G025_R389_C1143,1.5,FALSE,0.22169619544240277,"(1.01,1.51]"
G025_R383_C1144,G025_R389_C1143,1.5206906325745548,FALSE,-0.02265654560217818,"(1.51,Inf]"
G025_R383_C1145,G025_R389_C1143,1.5811388300841898,FALSE,-0.08786938173798033,"(1.51,Inf]"
G025_R383_C1146,G025_R389_C1143,1.6770509831248424,FALSE,-0.16908254604598769,"(1.51,Inf]"
G025_R383_C1147,G025_R389_C1143,1.8027756377319946,FALSE,-0.24369916125095448,"(1.51,Inf]"
G025_R384_C1132,G025_R389_C1143,3.020761493398643,FALSE,0.7110711397948867,"(1.51,Inf]"
G025_R384_C1133,G025_R389_C1143,2.7950849718747373,FALSE,0.7086365156099557,"(1.51,Inf]"
G025_R384_C1134,G025_R389_C1143,2.57390753524675,FALSE,0.7201810382435221,"(1.51,Inf]"
G025_R384_C1135,G025_R389_C1143,2.358495283014151,FALSE,0.7245940317608118,"(1.51,Inf]"
G025_R384_C1136,G025_R389_C1143,2.1505813167606567,FALSE,0.7610412002035233,"(1.51,Inf]"
G025_R384_C1137,G025_R389_C1143,1.9525624189766635,FALSE,0.7591667690155405,"(1.51,Inf]"
G025_R384_C1138,G025_R389_C1143,1.7677669529663689,FALSE,0.721975126023755,"(1.51,Inf]"
G025_R384_C1139,G025_R389_C1143,1.6007810593582121,FALSE,0.7492561665861549,"(1.51,Inf]"
G025_R384_C1140,G025_R389_C1143,1.4577379737113252,FALSE,0.6717922417175753,"(1.01,1.51]"
G025_R384_C1141,G025_R389_C1143,1.346291201783626,FALSE,0.5175397405849073,"(1.01,1.51]"
G025_R384_C1142,G025_R389_C1143,1.2747548783981961,FALSE,0.32564877937148057,"(1.01,1.51]"
G025_R385_C1132,G025_R389_C1143,2.9261749776799064,FALSE,0.7348687731876501,"(1.51,Inf]"
G025_R385_C1133,G025_R389_C1143,2.692582403567252,FALSE,0.7372522892535426,"(1.51,Inf]"
G025_R385_C1134,G025_R389_C1143,2.462214450449026,FALSE,0.7363860910727646,"(1.51,Inf]"
G025_R385_C1135,G025_R389_C1143,2.23606797749979,FALSE,0.762066314657603,"(1.51,Inf]"
G025_R385_C1136,G025_R389_C1143,2.0155644370746373,FALSE,0.7696736800356435,"(1.51,Inf]"
G025_R385_C1137,G025_R389_C1143,1.8027756377319946,FALSE,0.7362549328264909,"(1.51,Inf]"
G025_R385_C1138,G025_R389_C1143,1.6007810593582121,FALSE,0.7362896135451812,"(1.51,Inf]"
G025_R385_C1139,G025_R389_C1143,1.4142135623730951,FALSE,0.6986039260923792,"(1.01,1.51]"
G025_R385_C1140,G025_R389_C1143,1.25,FALSE,0.5791238294528697,"(1.01,1.51]"
G025_R385_C1141,G025_R389_C1143,1.118033988749895,FALSE,0.4452387284855137,"(1.01,1.51]"
G025_R385_C1142,G025_R389_C1143,1.0307764064044151,FALSE,0.3532779893692247,"(1.01,1.51]"
G025_R386_C1132,G025_R389_C1143,2.850438562747845,FALSE,0.7457062085460436,"(1.51,Inf]"
G025_R386_C1133,G025_R389_C1143,2.6100766272276377,FALSE,0.7493631302901399,"(1.51,Inf]"
G025_R386_C1134,G025_R389_C1143,2.3717082451262845,FALSE,0.7557790913090165,"(1.51,Inf]"
G025_R386_C1135,G025_R389_C1143,2.1360009363293826,FALSE,0.7807941547895755,"(1.51,Inf]"
G025_R386_C1136,G025_R389_C1143,1.9039432764659772,FALSE,0.7751055737007785,"(1.51,Inf]"
G025_R386_C1137,G025_R389_C1143,1.6770509831248424,FALSE,0.7357795356172571,"(1.51,Inf]"
G025_R386_C1138,G025_R389_C1143,1.4577379737113252,FALSE,0.7055132903691274,"(1.01,1.51]"
G025_R386_C1139,G025_R389_C1143,1.25,FALSE,0.6118590102513701,"(1.01,1.51]"
G025_R386_C1141,G025_R389_C1143,0.9013878188659973,FALSE,0.5000136903703706,"(0.76,1.01]"
G025_R387_C1132,G025_R389_C1143,2.7950849718747373,FALSE,0.7506521201315268,"(1.51,Inf]"
G025_R387_C1133,G025_R389_C1143,2.5495097567963922,FALSE,0.7219336144178948,"(1.51,Inf]"
