grid_1,grid_2,distance_degree,neighbor,correlation,distance_group
G025_R380_C1132,G025_R387_C1138,2.3048861143232218,FALSE,0.6793242142765872,"(1.51,Inf]"
G025_R380_C1133,G025_R387_C1138,2.1505813167606567,FALSE,0.6493956640774409,"(1.51,Inf]"
G025_R380_C1134,G025_R387_C1138,2.0155644370746373,FALSE,0.6194724513996499,"(1.51,Inf]"
G025_R380_C1135,G025_R387_C1138,1.9039432764659772,FALSE,0.5560747855802738,"(1.51,Inf]"
G025_R380_C1143,G025_R387_C1138,2.1505813167606567,FALSE,0.13260167770109973,"(1.51,Inf]"
G025_R380_C1144,G025_R387_C1138,2.3048861143232218,FALSE,0.26776235294344924,"(1.51,Inf]"
G025_R380_C1145,G025_R387_C1138,2.4748737341529163,FALSE,0.14030531263299564,"(1.51,Inf]"
G025_R380_C1146,G025_R387_C1138,2.6575364531836625,FALSE,0.001027570843177551,"(1.51,Inf]"
G025_R380_C1147,G025_R387_C1138,2.850438562747845,FALSE,-0.06265364599479316,"(1.51,Inf]"
G025_R381_C1132,G025_R387_C1138,2.1213203435596424,FALSE,0.7299354723846362,"(1.51,Inf]"
G025_R381_C1133,G025_R387_C1138,1.9525624189766635,FALSE,0.7153562387875023,"(1.51,Inf]"
G025_R381_C1134,G025_R387_C1138,1.8027756377319946,FALSE,0.6895861817598291,"(1.51,Inf]"
G025_R381_C1135,G025_R387_C1138,1.6770509831248424,FALSE,0.6825692678706192,"(1.51,Inf]"
G025_R381_C1143,G025_R387_C1138,1.9525624189766635,FALSE,0.18775727166968287,"(1.51,Inf]"
G025_R381_C1144,G025_R387_C1138,2.1213203435596424,FALSE,0.3419197670529974,"(1.51,Inf]"
G025_R381_C1145,G025_R387_C1138,2.3048861143232218,FALSE,0.2197921842144905,"(1.51,Inf]"
G025_R381_C1146,G025_R387_C1138,2.5,FALSE,0.1663718625200663,"(1.51,Inf]"
G025_R381_C1147,G025_R387_C1138,2.704163456597992,FALSE,0.07148640668772276,"(1.51,Inf]"
G025_R382_C1132,G025_R387_C1138,1.9525624189766635,FALSE,0.7319175833183816,"(1.51,Inf]"
G025_R382_C1133,G025_R387_C1138,1.7677669529663689,FALSE,0.7339972687645209,"(1.51,Inf]"
G025_R382_C1134,G025_R387_C1138,1.6007810593582121,FALSE,0.7328826902367135,"(1.51,Inf]"
G025_R382_C1135,G025_R387_C1138,1.4577379737113252,FALSE,0.7315595087037504,"(1.01,1.51]"
G025_R382_C1136,G025_R387_C1138,1.346291201783626,FALSE,0.7078032591433399,"(1.01,1.51]"
G025_R382_C1138,G025_R387_C1138,1.25,FALSE,0.2047425917123445,"(1.01,1.51]"
G025_R382_C1141,G025_R387_C1138,1.4577379737113252,FALSE,0.4024175794279814,"(1.01,1.51]"
G025_R382_C1143,G025_R387_C1138,1.7677669529663689,FALSE,0.2487254032399676,"(1.51,Inf]"
G025_R382_C1144,G025_R387_C1138,1.9525624189766635,FALSE,0.21035126920685943,"(1.51,Inf]"
G025_R382_C1145,G025_R387_C1138,2.1505813167606567,FALSE,0.06320450149589892,"(1.51,Inf]"
G025_R382_C1146,G025_R387_C1138,2.358495283014151,FALSE,-0.07291573405803874,"(1.51,Inf]"
G025_R382_C1147,G025_R387_C1138,2.57390753524675,FALSE,-0.09250054002314702,"(1.51,Inf]"
G025_R383_C1132,G025_R387_C1138,1.8027756377319946,FALSE,0.7278754985932488,"(1.51,Inf]"
G025_R383_C1133,G025_R387_C1138,1.6007810593582121,FALSE,0.7372027579265644,"(1.51,Inf]"
G025_R383_C1134,G025_R387_C1138,1.4142135623730951,FALSE,0.7524107732879332,"(1.01,1.51]"
G025_R383_C1135,G025_R387_C1138,1.25,FALSE,0.7515082100724322,"(1.01,1.51]"
G025_R383_C1136,G025_R387_C1138,1.118033988749895,FALSE,0.7503446611511123,"(1.01,1.51]"
G025_R383_C1137,G025_R387_C1138,1.0307764064044151,FALSE,0.7384398192452644,"(1.01,1.51]"
G025_R383_C1139,G025_R387_C1138,1.0307764064044151,FALSE,0.7402498935770226,"(1.01,1.51]"
G025_R383_C1140,G025_R387_C1138,1.118033988749895,FALSE,0.8112294493326933,"(1.01,1.51]"
G025_R383_C1141,G025_R387_C1138,1.25,FALSE,0.7773148180340685,"(1.01,1.51]"
G025_R383_C1142,G025_R387_C1138,1.4142135623730951,FALSE,0.6007899673346423,"(1.01,1.51]"
G025_R383_C1143,G025_R387_C1138,1.6007810593582121,FALSE,0.31575258198570316,"(1.51,Inf]"
G025_R383_C1144,G025_R387_C1138,1.8027756377319946,FALSE,0.0178010910519121,"(1.51,Inf]"
G025_R383_C1145,G025_R387_C1138,2.0155644370746373,FALSE,-0.01726247796354304,"(1.51,Inf]"
G025_R383_C1146,G025_R387_C1138,2.23606797749979,FALSE,-0.10806885348529574,"(1.51,Inf]"
G025_R383_C1147,G025_R387_C1138,2.462214450449026,FALSE,-0.21474979333427271,"(1.51,Inf]"
G025_R384_C1132,G025_R387_C1138,1.6770509831248424,FALSE,0.7064844748128088,"(1.51,Inf]"
G025_R384_C1133,G025_R387_C1138,1.4577379737113252,FALSE,0.7257664172970348,"(1.01,1.51]"
G025_R384_C1134,G025_R387_C1138,1.25,FALSE,0.7333357529072635,"(1.01,1.51]"
G025_R384_C1135,G025_R387_C1138,1.0606601717798212,FALSE,0.7414154874382185,"(1.01,1.51]"
G025_R384_C1136,G025_R387_C1138,0.9013878188659973,FALSE,0.7781510517169002,"(0.76,1.01]"
G025_R384_C1137,G025_R387_C1138,0.7905694150420949,FALSE,0.7957323834074131,"(0.76,1.01]"
G025_R384_C1138,G025_R387_C1138,0.75,FALSE,0.7533106453505612,"(0.51,0.76]"
G025_R384_C1139,G025_R387_C1138,0.7905694150420949,FALSE,0.8295957623601553,"(0.76,1.01]"
G025_R384_C1140,G025_R387_C1138,0.9013878188659973,FALSE,0.8501925859691802,"(0.76,1.01]"
G025_R384_C1141,G025_R387_C1138,1.0606601717798212,FALSE,0.7424207837573745,"(1.01,1.51]"
G025_R384_C1142,G025_R387_C1138,1.25,FALSE,0.5212542280823765,"(1.01,1.51]"
G025_R385_C1132,G025_R387_C1138,1.5811388300841898,FALSE,0.7190785533321625,"(1.51,Inf]"
G025_R385_C1133,G025_R387_C1138,1.346291201783626,FALSE,0.7378774139452126,"(1.01,1.51]"
G025_R385_C1134,G025_R387_C1138,1.118033988749895,FALSE,0.752305087453657,"(1.01,1.51]"
G025_R385_C1135,G025_R387_C1138,0.9013878188659973,FALSE,0.7859610653128343,"(0.76,1.01]"
G025_R385_C1136,G025_R387_C1138,0.7071067811865476,FALSE,0.8169159306914643,"(0.51,0.76]"
G025_R385_C1137,G025_R387_C1138,0.5590169943749475,FALSE,0.8258849850309079,"(0.51,0.76]"
G025_R385_C1138,G025_R387_C1138,0.5,FALSE,0.8497401480206486,"(0.26,0.51]"
G025_R385_C1139,G025_R387_C1138,0.5590169943749475,FALSE,0.8717479451926874,"(0.51,0.76]"
G025_R385_C1140,G025_R387_C1138,0.7071067811865476,FALSE,0.8128270930463793,"(0.51,0.76]"
G025_R385_C1141,G025_R387_C1138,0.9013878188659973,FALSE,0.6962380586555178,"(0.76,1.01]"
G025_R385_C1142,G025_R387_C1138,1.118033988749895,FALSE,0.4885032405350861,"(1.01,1.51]"
G025_R386_C1132,G025_R387_C1138,1.5206906325745548,FALSE,0.7403823165746537,"(1.51,Inf]"
G025_R386_C1133,G025_R387_C1138,1.2747548783981961,FALSE,0.7637852581458039,"(1.01,1.51]"
G025_R386_C1134,G025_R387_C1138,1.0307764064044151,FALSE,0.7759896222812861,"(1.01,1.51]"
G025_R386_C1135,G025_R387_C1138,0.7905694150420949,FALSE,0.8152545017897943,"(0.76,1.01]"
G025_R386_C1136,G025_R387_C1138,0.5590169943749475,FALSE,0.8438057681618771,"(0.51,0.76]"
G025_R386_C1137,G025_R387_C1138,0.3535533905932738,FALSE,0.8783547522254406,"(0.26,0.51]"
G025_R386_C1138,G025_R387_C1138,0.25,TRUE,0.9197678712330483,"[0,0.26]"
G025_R386_C1139,G025_R387_C1138,0.3535533905932738,FALSE,0.8757685895940491,"(0.26,0.51]"
G025_R386_C1141,G025_R387_C1138,0.7905694150420949,FALSE,0.6758323905232155,"(0.76,1.01]"
G025_R387_C1132,G025_R387_C1138,1.5,FALSE,0.760991464833381,"(1.01,1.51]"
G025_R387_C1133,G025_R387_C1138,1.25,FALSE,0.7797947976915346,"(1.01,1.51]"
G025_R387_C1134,G025_R387_C1138,1,FALSE,0.804665627696324,"(0.76,1.01]"
G025_R387_C1135,G025_R387_C1138,0.75,FALSE,0.8376935340682171,"(0.51,0.76]"
G025_R387_C1136,G025_R387_C1138,0.5,FALSE,0.8631886795371378,"(0.26,0.51]"
G025_R387_C1137,G025_R387_C1138,0.25,TRUE,0.9399519795876115,"[0,0.26]"
G025_R380_C1132,G025_R387_C1139,2.4748737341529163,FALSE,0.6472744220991767,"(1.51,Inf]"
G025_R380_C1133,G025_R387_C1139,2.3048861143232218,FALSE,0.6129148777413993,"(1.51,Inf]"
G025_R380_C1134,G025_R387_C1139,2.1505813167606567,FALSE,0.599703067005547,"(1.51,Inf]"
G025_R380_C1135,G025_R387_C1139,2.0155644370746373,FALSE,0.5382316140667429,"(1.51,Inf]"
G025_R380_C1143,G025_R387_C1139,2.0155644370746373,FALSE,0.14333685262656715,"(1.51,Inf]"
G025_R380_C1144,G025_R387_C1139,2.1505813167606567,FALSE,0.2551502176949438,"(1.51,Inf]"
G025_R380_C1145,G025_R387_C1139,2.3048861143232218,FALSE,0.13071588079519153,"(1.51,Inf]"
G025_R380_C1146,G025_R387_C1139,2.4748737341529163,FALSE,-0.011070406508529876,"(1.51,Inf]"
G025_R380_C1147,G025_R387_C1139,2.6575364531836625,FALSE,-0.08694649724224437,"(1.51,Inf]"
G025_R381_C1132,G025_R387_C1139,2.3048861143232218,FALSE,0.705013842887519,"(1.51,Inf]"
G025_R381_C1133,G025_R387_C1139,2.1213203435596424,FALSE,0.6892343858073635,"(1.51,Inf]"
G025_R381_C1134,G025_R387_C1139,1.9525624189766635,FALSE,0.6626715304952975,"(1.51,Inf]"
G025_R381_C1135,G025_R387_C1139,1.8027756377319946,FALSE,0.6517562980213459,"(1.51,Inf]"
G025_R381_C1143,G025_R387_C1139,1.8027756377319946,FALSE,0.19487266755418609,"(1.51,Inf]"
G025_R381_C1144,G025_R387_C1139,1.9525624189766635,FALSE,0.3603143744006363,"(1.51,Inf]"
G025_R381_C1145,G025_R387_C1139,2.1213203435596424,FALSE,0.22507707818976044,"(1.51,Inf]"
G025_R381_C1146,G025_R387_C1139,2.3048861143232218,FALSE,0.16231956244890616,"(1.51,Inf]"
G025_R381_C1147,G025_R387_C1139,2.5,FALSE,0.07338291692326113,"(1.51,Inf]"
G025_R382_C1132,G025_R387_C1139,2.1505813167606567,FALSE,0.7128213473796707,"(1.51,Inf]"
G025_R382_C1133,G025_R387_C1139,1.9525624189766635,FALSE,0.7125117394322807,"(1.51,Inf]"
G025_R382_C1134,G025_R387_C1139,1.7677669529663689,FALSE,0.7097893847306096,"(1.51,Inf]"
G025_R382_C1135,G025_R387_C1139,1.6007810593582121,FALSE,0.706459933049683,"(1.51,Inf]"
G025_R382_C1136,G025_R387_C1139,1.4577379737113252,FALSE,0.6745968088168027,"(1.01,1.51]"
G025_R382_C1138,G025_R387_C1139,1.2747548783981961,FALSE,0.21771893898297592,"(1.01,1.51]"
G025_R382_C1141,G025_R387_C1139,1.346291201783626,FALSE,0.3991602353592355,"(1.01,1.51]"
G025_R382_C1143,G025_R387_C1139,1.6007810593582121,FALSE,0.2948598767698911,"(1.51,Inf]"
G025_R382_C1144,G025_R387_C1139,1.7677669529663689,FALSE,0.20202642344519128,"(1.51,Inf]"
G025_R382_C1145,G025_R387_C1139,1.9525624189766635,FALSE,0.060590015646715845,"(1.51,Inf]"
G025_R382_C1146,G025_R387_C1139,2.1505813167606567,FALSE,-0.07091724495275327,"(1.51,Inf]"
G025_R382_C1147,G025_R387_C1139,2.358495283014151,FALSE,-0.11616358175262877,"(1.51,Inf]"
G025_R383_C1132,G025_R387_C1139,2.0155644370746373,FALSE,0.6919104468479506,"(1.51,Inf]"
G025_R383_C1133,G025_R387_C1139,1.8027756377319946,FALSE,0.7024514741440386,"(1.51,Inf]"
G025_R383_C1134,G025_R387_C1139,1.6007810593582121,FALSE,0.7194847555804814,"(1.51,Inf]"
G025_R383_C1135,G025_R387_C1139,1.4142135623730951,FALSE,0.7247892124700632,"(1.01,1.51]"
G025_R383_C1136,G025_R387_C1139,1.25,FALSE,0.7166667678471128,"(1.01,1.51]"
G025_R383_C1137,G025_R387_C1139,1.118033988749895,FALSE,0.6833609753685875,"(1.01,1.51]"
G025_R383_C1139,G025_R387_C1139,1,FALSE,0.699759014564605,"(0.76,1.01]"
G025_R383_C1140,G025_R387_C1139,1.0307764064044151,FALSE,0.7865442227313415,"(1.01,1.51]"
G025_R383_C1141,G025_R387_C1139,1.118033988749895,FALSE,0.754081148497404,"(1.01,1.51]"
G025_R383_C1142,G025_R387_C1139,1.25,FALSE,0.6207562598152532,"(1.01,1.51]"
G025_R383_C1143,G025_R387_C1139,1.4142135623730951,FALSE,0.38912531560865876,"(1.01,1.51]"
G025_R383_C1144,G025_R387_C1139,1.6007810593582121,FALSE,0.03553864401956515,"(1.51,Inf]"
G025_R383_C1145,G025_R387_C1139,1.8027756377319946,FALSE,0.0029773570670342453,"(1.51,Inf]"
G025_R383_C1146,G025_R387_C1139,2.0155644370746373,FALSE,-0.09165387428990585,"(1.51,Inf]"
G025_R383_C1147,G025_R387_C1139,2.23606797749979,FALSE,-0.22031399888777276,"(1.51,Inf]"
G025_R384_C1132,G025_R387_C1139,1.9039432764659772,FALSE,0.6788868380404552,"(1.51,Inf]"
G025_R384_C1133,G025_R387_C1139,1.6770509831248424,FALSE,0.6897910957539329,"(1.51,Inf]"
G025_R384_C1134,G025_R387_C1139,1.4577379737113252,FALSE,0.709528200961445,"(1.01,1.51]"
G025_R384_C1135,G025_R387_C1139,1.25,FALSE,0.7188738514659596,"(1.01,1.51]"
G025_R384_C1136,G025_R387_C1139,1.0606601717798212,FALSE,0.7451923694394698,"(1.01,1.51]"
G025_R384_C1137,G025_R387_C1139,0.9013878188659973,FALSE,0.7527912019372832,"(0.76,1.01]"
G025_R384_C1138,G025_R387_C1139,0.7905694150420949,FALSE,0.7143191923628721,"(0.76,1.01]"
G025_R384_C1139,G025_R387_C1139,0.75,FALSE,0.798741589936327,"(0.51,0.76]"
G025_R384_C1140,G025_R387_C1139,0.7905694150420949,FALSE,0.8532416426525826,"(0.76,1.01]"
G025_R384_C1141,G025_R387_C1139,0.9013878188659973,FALSE,0.7588382129848854,"(0.76,1.01]"
G025_R384_C1142,G025_R387_C1139,1.0606601717798212,FALSE,0.5727715539765922,"(1.01,1.51]"
G025_R385_C1132,G025_R387_C1139,1.8200274723201295,FALSE,0.6904701114492092,"(1.51,Inf]"
G025_R385_C1133,G025_R387_C1139,1.5811388300841898,FALSE,0.7019013338974238,"(1.51,Inf]"
G025_R385_C1134,G025_R387_C1139,1.346291201783626,FALSE,0.7245042736467469,"(1.01,1.51]"
G025_R385_C1135,G025_R387_C1139,1.118033988749895,FALSE,0.7430793910749178,"(1.01,1.51]"
G025_R385_C1136,G025_R387_C1139,0.9013878188659973,FALSE,0.7720682387533907,"(0.76,1.01]"
G025_R385_C1137,G025_R387_C1139,0.7071067811865476,FALSE,0.7789270914536778,"(0.51,0.76]"
G025_R385_C1138,G025_R387_C1139,0.5590169943749475,FALSE,0.8125846306860364,"(0.51,0.76]"
G025_R385_C1139,G025_R387_C1139,0.5,FALSE,0.8731630852568127,"(0.26,0.51]"
G025_R385_C1140,G025_R387_C1139,0.5590169943749475,FALSE,0.8466798389936846,"(0.51,0.76]"
G025_R385_C1141,G025_R387_C1139,0.7071067811865476,FALSE,0.7459485624210895,"(0.51,0.76]"
G025_R385_C1142,G025_R387_C1139,0.9013878188659973,FALSE,0.5337253199860007,"(0.76,1.01]"
G025_R386_C1132,G025_R387_C1139,1.7677669529663689,FALSE,0.7053582275559376,"(1.51,Inf]"
G025_R386_C1133,G025_R387_C1139,1.5206906325745548,FALSE,0.7253493558005859,"(1.51,Inf]"
G025_R386_C1134,G025_R387_C1139,1.2747548783981961,FALSE,0.736507694702712,"(1.01,1.51]"
G025_R386_C1135,G025_R387_C1139,1.0307764064044151,FALSE,0.7632542791971236,"(1.01,1.51]"
G025_R386_C1136,G025_R387_C1139,0.7905694150420949,FALSE,0.8060399157129038,"(0.76,1.01]"
G025_R386_C1137,G025_R387_C1139,0.5590169943749475,FALSE,0.8265816524808374,"(0.51,0.76]"
G025_R386_C1138,G025_R387_C1139,0.3535533905932738,FALSE,0.8793111653460767,"(0.26,0.51]"
G025_R386_C1139,G025_R387_C1139,0.25,TRUE,0.9275164057831916,"[0,0.26]"
G025_R386_C1141,G025_R387_C1139,0.5590169943749475,FALSE,0.7231323620315966,"(0.51,0.76]"
G025_R387_C1132,G025_R387_C1139,1.75,FALSE,0.7354739509014495,"(1.51,Inf]"
G025_R387_C1133,G025_R387_C1139,1.5,FALSE,0.7481679283739878,"(1.01,1.51]"
G025_R387_C1134,G025_R387_C1139,1.25,FALSE,0.7668018507193117,"(1.01,1.51]"
G025_R387_C1135,G025_R387_C1139,1,FALSE,0.7865444947468292,"(0.76,1.01]"
G025_R387_C1136,G025_R387_C1139,0.75,FALSE,0.8038971119512482,"(0.51,0.76]"
G025_R387_C1137,G025_R387_C1139,0.5,FALSE,0.8537014088785908,"(0.26,0.51]"
G025_R387_C1138,G025_R387_C1139,0.25,TRUE,0.92429421676160906,"[0,0.26]"
G025_R380_C1132,G025_R387_C1140,2.6575364531836625,FALSE,0.6107490580965841,"(1.51,Inf]"
G025_R380_C1133,G025_R387_C1140,2.4748737341529163,FALSE,0.5831498258038145,"(1.51,Inf]"
G025_R380_C1134,G025_R387_C1140,2.3048861143232218,FALSE,0.5491858273317681,"(1.51,Inf]"
G025_R380_C1135,G025_R387_C1140,2.1505813167606567,FALSE,0.49036447030601593,"(1.51,Inf]"
G025_R380_C1143,G025_R387_C1140,1.9039432764659772,FALSE,0.12990435218449023,"(1.51,Inf]"
G025_R380_C1144,G025_R387_C1140,2.0155644370746373,FALSE,0.2313721100330012,"(1.51,Inf]"
G025_R380_C1145,G025_R387_C1140,2.1505813167606567,FALSE,0.1465779002229826,"(1.51,Inf]"
G025_R380_C1146,G025_R387_C1140,2.3048861143232218,FALSE,-0.020033058289493217,"(1.51,Inf]"
G025_R380_C1147,G025_R387_C1140,2.4748737341529163,FALSE,-0.08698540174526423,"(1.51,Inf]"
G025_R381_C1132,G025_R387_C1140,2.5,FALSE,0.666760802957186,"(1.51,Inf]"
G025_R381_C1133,G025_R387_C1140,2.3048861143232218,FALSE,0.6577149936507382,"(1.51,Inf]"
G025_R381_C1134,G025_R387_C1140,2.1213203435596424,FALSE,0.6213451011490304,"(1.51,Inf]"
G025_R381_C1135,G025_R387_C1140,1.9525624189766635,FALSE,0.60380706959357,"(1.51,Inf]"
G025_R381_C1143,G025_R387_C1140,1.6770509831248424,FALSE,0.10776809635062629,"(1.51,Inf]"
G025_R381_C1144,G025_R387_C1140,1.8027756377319946,FALSE,0.3155508114917269,"(1.51,Inf]"
G025_R381_C1145,G025_R387_C1140,1.9525624189766635,FALSE,0.1921428728421783,"(1.51,Inf]"
G025_R381_C1146,G025_R387_C1140,2.1213203435596424,FALSE,0.15005935404965748,"(1.51,Inf]"
G025_R381_C1147,G025_R387_C1140,2.3048861143232218,FALSE,0.056207813925041296,"(1.51,Inf]"
G025_R382_C1132,G025_R387_C1140,2.358495283014151,FALSE,0.6701248956602558,"(1.51,Inf]"
G025_R382_C1133,G025_R387_C1140,2.1505813167606567,FALSE,0.6727754418900892,"(1.51,Inf]"
G025_R382_C1134,G025_R387_C1140,1.9525624189766635,FALSE,0.6715372492255756,"(1.51,Inf]"
G025_R382_C1135,G025_R387_C1140,1.7677669529663689,FALSE,0.6713257030776951,"(1.51,Inf]"
G025_R382_C1136,G025_R387_C1140,1.6007810593582121,FALSE,0.6563240362728716,"(1.51,Inf]"
G025_R382_C1138,G025_R387_C1140,1.346291201783626,FALSE,0.09267519834109988,"(1.01,1.51]"
G025_R382_C1141,G025_R387_C1140,1.2747548783981961,FALSE,0.33081452758678387,"(1.01,1.51]"
G025_R382_C1143,G025_R387_C1140,1.4577379737113252,FALSE,0.25810521327426816,"(1.01,1.51]"
G025_R382_C1144,G025_R387_C1140,1.6007810593582121,FALSE,0.19401821142340128,"(1.51,Inf]"
G025_R382_C1145,G025_R387_C1140,1.7677669529663689,FALSE,0.06936558201167423,"(1.51,Inf]"
G025_R382_C1146,G025_R387_C1140,1.9525624189766635,FALSE,-0.07282899761538453,"(1.51,Inf]"
G025_R382_C1147,G025_R387_C1140,2.1505813167606567,FALSE,-0.1311933812775461,"(1.51,Inf]"
G025_R383_C1132,G025_R387_C1140,2.23606797749979,FALSE,0.6638228039940293,"(1.51,Inf]"
G025_R383_C1133,G025_R387_C1140,2.0155644370746373,FALSE,0.6758230504160323,"(1.51,Inf]"
G025_R383_C1134,G025_R387_C1140,1.8027756377319946,FALSE,0.6867704232287349,"(1.51,Inf]"
G025_R383_C1135,G025_R387_C1140,1.6007810593582121,FALSE,0.6975423409747165,"(1.51,Inf]"
G025_R383_C1136,G025_R387_C1140,1.4142135623730951,FALSE,0.701727441569632,"(1.01,1.51]"
G025_R383_C1137,G025_R387_C1140,1.25,FALSE,0.671804474686721,"(1.01,1.51]"
G025_R383_C1139,G025_R387_C1140,1.0307764064044151,FALSE,0.6595367540898651,"(1.01,1.51]"
G025_R383_C1140,G025_R387_C1140,1,FALSE,0.7326981104617138,"(0.76,1.01]"
G025_R383_C1141,G025_R387_C1140,1.0307764064044151,FALSE,0.6959762307153844,"(1.01,1.51]"
G025_R383_C1142,G025_R387_C1140,1.118033988749895,FALSE,0.5963391386914981,"(1.01,1.51]"
G025_R383_C1143,G025_R387_C1140,1.25,FALSE,0.35756847198754776,"(1.01,1.51]"
G025_R383_C1144,G025_R387_C1140,1.4142135623730951,FALSE,0.034500773115277945,"(1.01,1.51]"
G025_R383_C1145,G025_R387_C1140,1.6007810593582121,FALSE,-0.060152063003787684,"(1.51,Inf]"
G025_R383_C1146,G025_R387_C1140,1.8027756377319946,FALSE,-0.11167043818038266,"(1.51,Inf]"
G025_R383_C1147,G025_R387_C1140,2.0155644370746373,FALSE,-0.2149730698588689,"(1.51,Inf]"
G025_R384_C1132,G025_R387_C1140,2.1360009363293826,FALSE,0.6581130537725568,"(1.51,Inf]"
G025_R384_C1133,G025_R387_C1140,1.9039432764659772,FALSE,0.67015621403514,"(1.51,Inf]"
G025_R384_C1134,G025_R387_C1140,1.6770509831248424,FALSE,0.6898793272925738,"(1.51,Inf]"
G025_R384_C1135,G025_R387_C1140,1.4577379737113252,FALSE,0.6993116370378475,"(1.01,1.51]"
G025_R384_C1136,G025_R387_C1140,1.25,FALSE,0.7128616320461901,"(1.01,1.51]"
G025_R384_C1137,G025_R387_C1140,1.0606601717798212,FALSE,0.7202162298712244,"(1.01,1.51]"
G025_R384_C1138,G025_R387_C1140,0.9013878188659973,FALSE,0.6389939528374268,"(0.76,1.01]"
G025_R384_C1139,G025_R387_C1140,0.7905694150420949,FALSE,0.7379704534677134,"(0.76,1.01]"
G025_R384_C1140,G025_R387_C1140,0.75,FALSE,0.7884634307429123,"(0.51,0.76]"
G025_R384_C1141,G025_R387_C1140,0.7905694150420949,FALSE,0.719988211459744,"(0.76,1.01]"
G025_R384_C1142,G025_R387_C1140,0.9013878188659973,FALSE,0.5788353751702398,"(0.76,1.01]"
G025_R385_C1132,G025_R387_C1140,2.0615528128088303,FALSE,0.6772917001399662,"(1.51,Inf]"
G025_R385_C1133,G025_R387_C1140,1.8200274723201295,FALSE,0.6889216193211603,"(1.51,Inf]"
G025_R385_C1134,G025_R387_C1140,1.5811388300841898,FALSE,0.7091624141836682,"(1.51,Inf]"
G025_R385_C1135,G025_R387_C1140,1.346291201783626,FALSE,0.7161799814553235,"(1.01,1.51]"
G025_R385_C1136,G025_R387_C1140,1.118033988749895,FALSE,0.7369495794232137,"(1.01,1.51]"
G025_R385_C1137,G025_R387_C1140,0.9013878188659973,FALSE,0.7271708627114207,"(0.76,1.01]"
G025_R385_C1138,G025_R387_C1140,0.7071067811865476,FALSE,0.7506770615392843,"(0.51,0.76]"
G025_R385_C1139,G025_R387_C1140,0.5590169943749475,FALSE,0.8062421876928236,"(0.51,0.76]"
G025_R385_C1140,G025_R387_C1140,0.5,FALSE,0.7999587717511336,"(0.26,0.51]"
G025_R385_C1141,G025_R387_C1140,0.5590169943749475,FALSE,0.7173127310153062,"(0.51,0.76]"
G025_R385_C1142,G025_R387_C1140,0.7071067811865476,FALSE,0.5865711150630304,"(0.51,0.76]"
G025_R386_C1132,G025_R387_C1140,2.0155644370746373,FALSE,0.683656272922489,"(1.51,Inf]"
G025_R386_C1133,G025_R387_C1140,1.7677669529663689,FALSE,0.7009238885052921,"(1.51,Inf]"
G025_R386_C1134,G025_R387_C1140,1.5206906325745548,FALSE,0.7093876541485625,"(1.51,Inf]"
G025_R386_C1135,G025_R387_C1140,1.2747548783981961,FALSE,0.7344618630026067,"(1.01,1.51]"
G025_R386_C1136,G025_R387_C1140,1.0307764064044151,FALSE,0.7646564500014055,"(1.01,1.51]"
G025_R386_C1137,G025_R387_C1140,0.7905694150420949,FALSE,0.7535148785521214,"(0.76,1.01]"
G025_R386_C1138,G025_R387_C1140,0.5590169943749475,FALSE,0.7896086522878399,"(0.51,0.76]"
G025_R386_C1139,G025_R387_C1140,0.3535533905932738,FALSE,0.847156106913886,"(0.26,0.51]"
G025_R386_C1141,G025_R387_C1140,0.3535533905932738,FALSE,0.7379416315655277,"(0.26,0.51]"
G025_R387_C1132,G025_R387_C1140,2,FALSE,0.6967577211999937,"(1.51,Inf]"
G025_R387_C1133,G025_R387_C1140,1.75,FALSE,0.7173028352719307,"(1.51,Inf]"
G025_R387_C1134,G025_R387_C1140,1.5,FALSE,0.7396158582034441,"(1.01,1.51]"
G025_R387_C1135,G025_R387_C1140,1.25,FALSE,0.7436859044940585,"(1.01,1.51]"
G025_R387_C1136,G025_R387_C1140,1,FALSE,0.7519372828306609,"(0.76,1.01]"
G025_R387_C1137,G025_R387_C1140,0.75,FALSE,0.7673799925952546,"(0.51,0.76]"
G025_R387_C1138,G025_R387_C1140,0.5,FALSE,0.8294556105283336,"(0.26,0.51]"
G025_R387_C1139,G025_R387_C1140,0.25,TRUE,0.9083389801659395,"[0,0.26]"
G025_R380_C1132,G025_R387_C1141,2.850438562747845,FALSE,0.5577587918162928,"(1.51,Inf]"
G025_R380_C1133,G025_R387_C1141,2.6575364531836625,FALSE,0.5789078659113782,"(1.51,Inf]"
G025_R380_C1134,G025_R387_C1141,2.4748737341529163,FALSE,0.5423110394891173,"(1.51,Inf]"
G025_R380_C1135,G025_R387_C1141,2.3048861143232218,FALSE,0.4811579918163357,"(1.51,Inf]"
G025_R380_C1143,G025_R387_C1141,1.8200274723201295,FALSE,0.04000336744302252,"(1.51,Inf]"
G025_R380_C1144,G025_R387_C1141,1.9039432764659772,FALSE,0.23775754942787705,"(1.51,Inf]"
G025_R380_C1145,G025_R387_C1141,2.0155644370746373,FALSE,0.08609810320842179,"(1.51,Inf]"
G025_R380_C1146,G025_R387_C1141,2.1505813167606567,FALSE,0.004680812835523438,"(1.51,Inf]"
G025_R380_C1147,G025_R387_C1141,2.3048861143232218,FALSE,-0.02165081437272804,"(1.51,Inf]"
