month,n_grids,n_sst_available,n_anomaly_available,mean_sst_c,mean_sst_anomaly_c,mean_valid_day_fraction,n_sst_missing,sst_availability_fraction
2009-12-01,148,148,148,29.05754512106738,0.54630120765132,1.0,0,1.0
2010-01-01,148,148,148,28.835430945119548,0.3094289376174685,1.0,0,1.0
2010-02-01,148,148,148,29.1313893192063,0.5298190028492081,1.0,0,1.0
2010-03-01,148,148,148,29.252501520989973,0.27539014170001525,1.0,0,1.0
2010-04-01,148,148,148,29.637693012512482,0.40418917991405534,1.0,0,1.0
2010-05-01,148,148,148,29.897858956011877,0.7156604014928984,1.0,0,1.0
2010-06-01,148,148,148,29.50490023767626,0.6665788133930717,1.0,0,1.0
2010-07-01,148,148,148,29.17006473366655,0.9047645814952286,1.0,0,1.0
2010-08-01,148,148,148,28.2801410443074,0.4488099283261067,1.0,0,1.0
2010-09-01,148,148,148,28.64127414763511,0.90870718548561,1.0,0,1.0
2010-10-01,148,148,148,29.20439777814937,1.1191804439719335,1.0,0,1.0
2010-11-01,148,148,148,29.071368711918325,0.6115472830198537,1.0,0,1.0
2010-12-01,148,148,148,28.676721249025807,0.16542937707906197,1.0,0,1.0
2011-01-01,148,148,148,28.184968887252612,-0.3410309422489194,1.0,0,1.0
2011-02-01,148,148,148,28.571152847706124,-0.030369207383902974,1.0,0,1.0
2011-03-01,148,148,148,28.911695080003017,-0.06540758336903145,1.0,0,1.0
2011-04-01,148,148,148,29.052544390618266,-0.18090540096667163,1.0,0,1.0
2011-05-01,148,148,148,29.080600915624462,-0.10162379865558148,1.0,0,1.0
2011-06-01,148,148,148,29.0463146609229,0.2079549498927385,1.0,0,1.0
2011-07-01,148,148,148,28.808911722228128,0.5435549129493236,1.0,0,1.0
2011-08-01,148,148,148,27.23930845410281,-0.5921817648097867,1.0,0,1.0
2011-09-01,148,148,148,26.359846252578873,-1.3726914106389962,1.0,0,1.0
2011-10-01,148,148,148,27.512891704556,-0.5722733082094675,1.0,0,1.0
2011-11-01,148,148,148,28.60790703146307,0.14801801460593736,1.0,0,1.0
2011-12-01,148,148,148,29.146147984053222,0.6348713890063952,1.0,0,1.0
2012-01-01,148,148,148,28.698203387422573,0.17215343981164438,1.0,0,1.0
2012-02-01,148,148,148,29.046870264958137,0.4444338201431476,1.0,0,1.0
2012-03-01,148,148,148,28.86739476119942,-0.11055579517116247,1.0,0,1.0
2012-04-01,148,148,148,29.82512770300513,0.5916869227648587,1.0,0,1.0
2012-05-01,148,148,148,30.141725565936113,0.9595662371585115,1.0,0,1.0
2012-06-01,148,148,148,28.97547232138144,0.13713062733940376,1.0,0,1.0
2012-07-01,148,148,148,27.7325778751656,-0.5327920540769396,1.0,0,1.0
2012-08-01,148,148,148,26.859264866414026,-0.9720422611372918,1.0,0,1.0
2012-09-01,148,148,148,26.854539945963268,-0.8779661959364407,1.0,0,1.0
2012-10-01,148,148,148,27.79585595367884,-0.2894485544282602,1.0,0,1.0
2012-11-01,148,148,148,28.828882249625952,0.3691441353318189,1.0,0,1.0
2012-12-01,148,148,148,29.044931790469104,0.5335614516256895,1.0,0,1.0
2013-01-01,148,148,148,28.44527838057607,-0.08068439213164416,1.0,0,1.0
2013-02-01,148,148,148,29.026150406557623,0.4294401440584248,1.0,0,1.0
2013-03-01,148,148,148,29.044949224749747,0.06687009436587472,1.0,0,1.0
2013-04-01,148,148,148,29.46095877037392,0.2274594537234185,1.0,0,1.0
2013-05-01,148,148,148,29.838401663064335,0.6562968460865701,1.0,0,1.0
2013-06-01,148,148,148,29.271943047669556,0.43374098053386617,1.0,0,1.0
2013-07-01,148,148,148,28.957917853241497,0.6925631922116761,1.0,0,1.0
2013-08-01,148,148,148,28.406514206863843,0.575084990591181,1.0,0,1.0
2013-09-01,148,148,148,28.18307819022789,0.45058557490591666,1.0,0,1.0
2013-10-01,148,148,148,28.520502841254373,0.435326929764421,1.0,0,1.0
2013-11-01,148,148,148,29.276019616169975,0.816182413332265,1.0,0,1.0
2013-12-01,148,148,148,28.8807077490982,0.369337392917736,1.0,0,1.0
2014-01-01,148,148,148,28.926749592775245,0.40065822931803896,1.0,0,1.0
2014-02-01,148,148,148,28.601553443776133,7.2391550901499075e-06,1.0,0,1.0
2014-03-01,148,148,148,28.82889430254776,-0.14820400696920122,1.0,0,1.0
2014-04-01,148,148,148,29.41337096197111,0.17973197772889185,1.0,0,1.0
2014-05-01,148,148,148,29.49822295553911,0.3159633754531722,1.0,0,1.0
2014-06-01,148,148,148,29.503598419825234,0.6653986326402037,1.0,0,1.0
2014-07-01,148,148,148,28.89794180054403,0.6325610135552013,1.0,0,1.0
2014-08-01,148,148,148,28.632076534480767,0.8007301462504853,1.0,0,1.0
2014-09-01,148,148,148,27.88699939100592,0.15452477080739097,1.0,0,1.0
2014-10-01,148,148,148,28.52664713414732,0.4414625008856032,1.0,0,1.0
2014-11-01,148,148,148,29.231537631610493,0.7715675493643561,1.0,0,1.0
2014-12-01,148,148,148,29.16349323957821,0.6521338117954425,1.0,0,1.0
2015-01-01,148,148,148,28.595823287963867,0.06986050414280362,1.0,0,1.0
2015-02-01,148,148,148,28.932653792576442,0.3310617678371729,1.0,0,1.0
2015-03-01,148,148,148,29.06094528096805,0.08389494103584974,1.0,0,1.0
2015-04-01,148,148,148,29.670021860449165,0.4365315206583824,1.0,0,1.0
2015-05-01,148,148,148,29.823761307268217,0.6415126263947529,1.0,0,1.0
2015-06-01,148,148,148,29.35544978691651,0.5171711584695757,1.0,0,1.0
2015-07-01,148,148,148,28.560372074895458,0.2950043522037481,1.0,0,1.0
2015-08-01,148,148,148,27.995252217223776,0.16393853132730735,1.0,0,1.0
2015-09-01,148,148,148,27.196197592245568,-0.5362702581674901,1.0,0,1.0
2015-10-01,148,148,148,28.36501245573488,0.27964471885000713,1.0,0,1.0
2015-11-01,148,148,148,28.647134494781497,0.18723423016249194,1.0,0,1.0
2015-12-01,148,148,148,29.489452268938035,0.978062313447488,1.0,0,1.0
2016-01-01,148,148,148,30.18162310882143,1.6556211482756222,1.0,0,1.0
2016-02-01,148,148,148,29.90553288135369,1.3031709852449609,1.0,0,1.0
2016-03-01,148,148,148,30.245321895313342,1.2672079042210824,1.0,0,1.0
2016-04-01,148,148,148,30.381105172097147,1.1474684419630614,1.0,0,1.0
2016-05-01,148,148,148,30.382028509038577,1.1998670174611965,1.0,0,1.0
2016-06-01,148,148,148,29.920677240474806,1.08237384957941,1.0,0,1.0
2016-07-01,148,148,148,29.632704196021983,1.3672950859421114,1.0,0,1.0
2016-08-01,148,148,148,29.327863329893212,1.4965191469385688,1.0,0,1.0
2016-09-01,148,148,148,29.320913754712354,1.5885089719013588,1.0,0,1.0
2016-10-01,148,148,148,28.864182009942237,0.7789559542289151,1.0,0,1.0
2016-11-01,148,148,148,28.9055106287604,0.445666656292438,1.0,0,1.0
2016-12-01,148,148,148,28.813002852013344,0.3017414922719625,1.0,0,1.0
2017-01-01,148,148,148,28.635875583006804,0.10985178478490869,1.0,0,1.0
2017-02-01,148,148,148,28.695284128189087,0.09368966984325248,1.0,0,1.0
2017-03-01,148,148,148,28.949367268353626,-0.027783347405379563,1.0,0,1.0
2017-04-01,148,148,148,28.82478089933997,-0.40870269285389094,1.0,0,1.0
2017-05-01,148,148,148,29.053865961542105,-0.12838491400437463,1.0,0,1.0
2017-06-01,148,148,148,28.883226831109674,0.044912161057194075,1.0,0,1.0
2017-07-01,148,148,148,28.345581315763123,0.0803225784515434,1.0,0,1.0
2017-08-01,148,148,148,27.458135835586056,-0.37320618092065394,1.0,0,1.0
2017-09-01,148,148,148,27.959143526919256,0.2265135079467048,1.0,0,1.0
2017-10-01,148,148,148,28.517935299312125,0.43268961486314866,1.0,0,1.0
2017-11-01,148,148,148,28.956143502501753,0.49634007795227203,1.0,0,1.0
2017-12-01,148,148,148,28.51160357698941,0.0003378377170176116,1.0,0,1.0
2018-01-01,148,148,148,28.487691195404,-0.03829773243008394,1.0,0,1.0
2018-02-01,148,148,148,28.521625829019143,-0.07996862742494301,1.0,0,1.0
2018-03-01,148,148,148,29.16574912832006,0.18864428472592323,1.0,0,1.0
2018-04-01,148,148,148,29.668436264776968,0.4349594488609918,1.0,0,1.0
2018-05-01,148,148,148,29.31944353474465,0.13721228940875219,1.0,0,1.0
2018-06-01,148,148,148,29.06478313712386,0.226398643216974,1.0,0,1.0
2018-07-01,148,148,148,27.416629729732392,-0.8486311918347035,1.0,0,1.0
2018-08-01,148,148,148,27.40951116706562,-0.4218613675409001,1.0,0,1.0
2018-09-01,148,148,148,26.921285446699674,-0.81139187284804,1.0,0,1.0
2018-10-01,148,148,148,28.013883411520546,-0.07132301482460489,1.0,0,1.0
2018-11-01,148,148,148,28.852179543177282,0.39218692766494107,1.0,0,1.0
2018-12-01,148,148,148,28.788458383488678,0.2771098452824011,1.0,0,1.0
2019-01-01,148,148,148,29.009144948894498,0.48316040672743465,1.0,0,1.0
2019-02-01,148,148,148,29.075231010389146,0.47381272988571893,1.0,0,1.0
2019-03-01,148,148,148,29.257431764444686,0.28027462280771925,1.0,0,1.0
2019-04-01,148,148,148,29.557048870636535,0.32360584785876506,1.0,0,1.0
2019-05-01,148,148,148,29.28162967961252,0.09936137491903722,1.0,0,1.0
2019-06-01,148,148,148,28.26417730004938,-0.5742499867475147,1.0,0,1.0
2019-07-01,148,148,148,27.494428321602246,-0.770906695392902,1.0,0,1.0
2019-08-01,148,148,148,26.16897499571703,-1.6623866226797748,1.0,0,1.0
2019-09-01,148,148,148,26.182844002612004,-1.5497927565782055,1.0,0,1.0
2019-10-01,148,148,148,26.57909486848786,-1.5061006637086316,1.0,0,1.0
2019-11-01,148,148,148,27.548258380632145,-0.9117612405755633,1.0,0,1.0
2019-12-01,148,148,148,28.527826303799667,0.016506102890971444,1.0,0,1.0
2020-01-01,148,148,148,29.17534589060723,0.6493787989816072,1.0,0,1.0
2020-02-01,148,148,148,29.32339867230119,0.7209412691466344,1.0,0,1.0
2020-03-01,148,148,148,29.755916940926884,0.777846538143455,1.0,0,1.0
2020-04-01,148,148,148,29.943303376704726,0.7098580914637628,1.0,0,1.0
2020-05-01,148,148,148,29.796501054905143,0.6142959752259736,1.0,0,1.0
2020-06-01,148,148,148,29.460593919925863,0.6222905258459316,1.0,0,1.0
2020-07-01,148,148,148,28.89469638905945,0.6293875181332146,1.0,0,1.0
2020-08-01,148,148,148,28.550099625624878,0.7187772282884791,1.0,0,1.0
2020-09-01,148,148,148,28.168533159376263,0.4359999897080129,1.0,0,1.0
2020-10-01,148,148,148,28.44810095141011,0.36293155192896887,1.0,0,1.0
2020-11-01,148,148,148,29.118611946621456,0.6586486331862607,1.0,0,1.0
2020-12-01,148,148,148,28.623576088167837,0.11232127009914519,1.0,0,1.0
2021-01-01,148,148,148,28.069668085136517,-0.4564058304197579,1.0,0,1.0
2021-02-01,148,148,148,28.118201581207483,-0.4833445832417364,1.0,0,1.0
2021-03-01,148,148,148,29.1178916716638,0.14087619527454998,1.0,0,1.0
2021-04-01,148,148,148,29.140699794700552,-0.09283333109977007,1.0,0,1.0
2021-05-01,148,148,148,29.660103940506445,0.47772884643624464,1.0,0,1.0
2021-06-01,148,148,148,29.355553390743495,0.517191428970965,1.0,0,1.0
2021-07-01,148,148,148,29.241119655818657,0.9758783552987272,1.0,0,1.0
2021-08-01,148,148,148,28.379428334722544,0.5480732218437092,1.0,0,1.0
2021-09-01,148,148,148,28.18011199719197,0.44752701595509503,1.0,0,1.0
2021-10-01,148,148,148,28.9264923921334,0.8412031189005891,1.0,0,1.0
2021-11-01,148,148,148,28.905956567729913,0.4460900793447754,1.0,0,1.0
2021-12-01,148,148,148,28.753558672295515,0.24234306295105978,1.0,0,1.0
2022-01-01,148,148,148,29.437292271109385,0.9112990201648191,1.0,0,1.0
2022-02-01,148,148,148,28.82836568033373,0.22680260056834733,1.0,0,1.0
2022-03-01,148,148,148,29.078591324707272,0.10155405146260635,1.0,0,1.0
2022-04-01,148,148,148,29.729546602352247,0.4960450336920215,1.0,0,1.0
2022-05-01,148,148,148,30.00492957039511,0.822672169035627,1.0,0,1.0
2022-06-01,148,148,148,29.586605179846824,0.7483648469268873,1.0,0,1.0
2022-07-01,148,148,148,29.134811896080542,0.8694899539806682,1.0,0,1.0
2022-08-01,148,148,148,29.022462300663946,1.1911159279433898,1.0,0,1.0
2022-09-01,148,148,148,28.683125500206476,0.9505360145025324,1.0,0,1.0
2022-10-01,148,148,148,28.522396941962405,0.4372253600270881,1.0,0,1.0
2022-11-01,148,148,148,28.540015146753813,0.08021846634067326,1.0,0,1.0
2022-12-01,148,148,148,28.424064341065357,-0.08715998034545892,1.0,0,1.0
2023-01-01,148,148,148,28.370727378592452,-0.15520923793211955,1.0,0,1.0
2023-02-01,148,148,148,28.094123421488582,-0.5074686172020956,1.0,0,1.0
2023-03-01,148,148,148,28.67861968076219,-0.29839362838502836,1.0,0,1.0
2023-04-01,148,148,148,29.302312396023723,0.06876125945457935,1.0,0,1.0
2023-05-01,148,148,148,29.69757126223657,0.5153770583288771,1.0,0,1.0
2023-06-01,148,148,148,29.115666017876013,0.2773693625370527,1.0,0,1.0
2023-07-01,148,148,148,28.290158491708343,0.024777680057333985,1.0,0,1.0
2023-08-01,148,148,148,27.232436187597806,-0.5989821131268894,1.0,0,1.0
2023-09-01,148,148,148,26.59712327407287,-1.1353107852789968,1.0,0,1.0
2023-10-01,148,148,148,27.181263548660613,-0.9039276154154023,1.0,0,1.0
2023-11-01,148,148,148,28.15515027432828,-0.30473873145827973,1.0,0,1.0
2023-12-01,148,148,148,28.06737512947688,-0.44387313753606805,1.0,0,1.0
2024-01-01,148,148,148,29.097778324054033,0.5718243104781641,1.0,0,1.0
2024-02-01,148,148,148,29.459314321871684,0.8569035216313609,1.0,0,1.0
2024-03-01,148,148,148,29.172521130562664,0.19437445060097475,1.0,0,1.0
2024-04-01,148,148,148,29.933114187996665,0.6997116949270807,1.0,0,1.0
2024-05-01,148,148,148,29.55937159903276,0.3770902260306511,1.0,0,1.0
2024-06-01,148,148,148,29.923211037575662,1.08487159637986,1.0,0,1.0
2024-07-01,148,148,148,29.31241432520859,1.0470313621995893,1.0,0,1.0
2024-08-01,148,148,148,27.477521175078547,-0.353794674305838,1.0,0,1.0
2024-09-01,148,148,148,28.00008947398211,0.2674459395372216,1.0,0,1.0
2024-10-01,148,148,148,29.35532844887678,1.270065358437601,1.0,0,1.0
2024-11-01,148,148,148,29.699350686545845,1.2394819544645044,1.0,0,1.0
2024-12-01,148,148,148,29.029260483220437,0.5179664216076577,1.0,0,1.0
2025-01-01,148,148,148,28.803929194639117,0.2779838643584858,1.0,0,1.0
2025-02-01,148,148,148,28.92495109353747,0.3234773090767268,1.0,0,1.0
2025-03-01,148,148,148,29.098750434133837,0.12171752079582421,1.0,0,1.0
2025-04-01,148,148,148,29.516467777028815,0.28296395744624975,1.0,0,1.0
2025-05-01,148,148,148,29.684984059570763,0.5027026905878768,1.0,0,1.0
2025-06-01,148,148,148,29.375587172980783,0.5372364735075582,1.0,0,1.0
2025-07-01,148,148,148,28.97997537819115,0.7146359903911662,1.0,0,1.0
2025-08-01,148,148,148,28.959027272883766,1.1276263908565096,1.0,0,1.0
2025-09-01,148,148,148,28.741602981842316,1.0089549324512985,1.0,0,1.0
2025-10-01,148,148,148,29.103201172304026,1.0179882067123325,1.0,0,1.0
2025-11-01,148,148,148,28.941503871024192,0.48158557412617314,1.0,0,1.0
2025-12-01,148,148,148,29.09383325901048,0.5825610148319332,1.0,0,1.0
