month,grid_id,lon,lat,oisst_lon,oisst_lat,sst_c,sst_anomaly_c,n_valid_days,n_days_total,valid_day_fraction,source_status
2024-01-01,G025_R382_C1145,106.375,-5.625,106.375,-5.625,29.47612823978547,1.041935461182748,31,31,1.0,ok
2024-01-01,G025_R382_C1146,106.625,-5.625,106.625,-5.625,29.55032176356162,1.1174193370726802,31,31,1.0,ok
2024-01-01,G025_R382_C1147,106.875,-5.625,106.875,-5.625,29.552579879760742,1.113870935093972,31,31,1.0,ok
2024-01-01,G025_R383_C1132,103.125,-5.875,103.125,-5.875,29.331289722073464,0.7587096566154111,31,31,1.0,ok
2024-01-01,G025_R383_C1133,103.375,-5.875,103.375,-5.875,29.331934652020855,0.7651612686534082,31,31,1.0,ok
2024-01-01,G025_R383_C1134,103.625,-5.875,103.625,-5.875,29.262257360642955,0.708387078176583,31,31,1.0,ok
2024-01-01,G025_R383_C1135,103.875,-5.875,103.875,-5.875,29.121289468580677,0.5787096623211138,31,31,1.0,ok
2024-01-01,G025_R383_C1136,104.125,-5.875,104.125,-5.875,28.984515405470326,0.4532257965014827,31,31,1.0,ok
2024-01-01,G025_R383_C1137,104.375,-5.875,104.375,-5.875,28.88225746154785,0.3645161187817012,31,31,1.0,ok
2024-01-01,G025_R383_C1139,104.875,-5.875,104.875,-5.875,28.808063814716956,0.31129031868711593,31,31,1.0,ok
2024-01-01,G025_R383_C1140,105.125,-5.875,105.125,-5.875,28.81064445741715,0.32290321738729555,31,31,1.0,ok
2024-01-01,G025_R383_C1141,105.375,-5.875,105.375,-5.875,28.81999938718734,0.3422580587287103,31,31,1.0,ok
2024-01-01,G025_R383_C1142,105.625,-5.875,105.625,-5.875,28.973547781667403,0.502903212823214,31,31,1.0,ok
2024-01-01,G025_R383_C1143,105.875,-5.875,105.875,-5.875,29.151289847589307,0.6851612694801823,31,31,1.0,ok
2024-01-01,G025_R383_C1144,106.125,-5.875,106.125,-5.875,29.31387027617424,0.8529032026567767,31,31,1.0,ok
2024-01-01,G025_R383_C1145,106.375,-5.875,106.375,-5.875,29.41709598418205,0.9629032006186824,31,31,1.0,ok
2024-01-01,G025_R383_C1146,106.625,-5.875,106.625,-5.875,29.448708872641287,0.9941935279676991,31,31,1.0,ok
2024-01-01,G025_R383_C1147,106.875,-5.875,106.875,-5.875,29.432580024965347,0.9696773896294255,31,31,1.0,ok
2024-01-01,G025_R384_C1132,103.125,-6.125,103.125,-6.125,29.326773612729966,0.7580644930562666,31,31,1.0,ok
2024-01-01,G025_R384_C1133,103.375,-6.125,103.375,-6.125,29.34064446726153,0.7793548145601826,31,31,1.0,ok
2024-01-01,G025_R384_C1134,103.625,-6.125,103.625,-6.125,29.303224932762884,0.7512903021227929,31,31,1.0,ok
2024-01-01,G025_R384_C1135,103.875,-6.125,103.875,-6.125,29.21128968269594,0.6693548251303935,31,31,1.0,ok
2024-01-01,G025_R384_C1136,104.125,-6.125,104.125,-6.125,29.09419293557444,0.5632257909183541,31,31,1.0,ok
2024-01-01,G025_R384_C1137,104.375,-6.125,104.375,-6.125,28.990644454956055,0.470322570973827,31,31,1.0,ok
2024-01-01,G025_R384_C1138,104.625,-6.125,104.625,-6.125,28.937418660809918,0.4280645046983996,31,31,1.0,ok
2024-01-01,G025_R384_C1139,104.875,-6.125,104.875,-6.125,28.917096291818925,0.41645160221284433,31,31,1.0,ok
2024-01-01,G025_R384_C1140,105.125,-6.125,105.125,-6.125,28.89935419636388,0.40483870044831305,31,31,1.0,ok
2024-01-01,G025_R384_C1141,105.375,-6.125,105.375,-6.125,28.920967040523404,0.4354838572682873,31,31,1.0,ok
2024-01-01,G025_R384_C1142,105.625,-6.125,105.625,-6.125,28.997418495916552,0.5164516034626192,31,31,1.0,ok
2024-01-01,G025_R385_C1132,103.125,-6.375,103.125,-6.375,29.30064453617219,0.7364515984250654,31,31,1.0,ok
2024-01-01,G025_R385_C1133,103.375,-6.375,103.375,-6.375,29.311612159975112,0.7525806292410819,31,31,1.0,ok
2024-01-01,G025_R385_C1134,103.625,-6.375,103.625,-6.375,29.288709025229178,0.7387096593456883,31,31,1.0,ok
2024-01-01,G025_R385_C1135,103.875,-6.375,103.875,-6.375,29.233870167886057,0.6935483641441791,31,31,1.0,ok
2024-01-01,G025_R385_C1136,104.125,-6.375,104.125,-6.375,29.149031669862808,0.618064500151142,31,31,1.0,ok
2024-01-01,G025_R385_C1137,104.375,-6.375,104.375,-6.375,29.07709620075841,0.5548386994388795,31,31,1.0,ok
2024-01-01,G025_R385_C1138,104.625,-6.375,104.625,-6.375,29.024192810058594,0.5103225686977948,31,31,1.0,ok
2024-01-01,G025_R385_C1139,104.875,-6.375,104.875,-6.375,28.996128451439642,0.4887096648134531,31,31,1.0,ok
2024-01-01,G025_R385_C1140,105.125,-6.375,105.125,-6.375,28.965160431400424,0.4654838587007215,31,31,1.0,ok
2024-01-01,G025_R385_C1141,105.375,-6.375,105.375,-6.375,28.950321997365645,0.4580645066115164,31,31,1.0,ok
2024-01-01,G025_R385_C1142,105.625,-6.375,105.625,-6.375,28.966128257013136,0.47677418253114145,31,31,1.0,ok
2024-01-01,G025_R386_C1132,103.125,-6.625,103.125,-6.625,29.281289562102288,0.7206451465045253,31,31,1.0,ok
2024-01-01,G025_R386_C1133,103.375,-6.625,103.375,-6.625,29.273547757056452,0.7183870802963933,31,31,1.0,ok
2024-01-01,G025_R386_C1134,103.625,-6.625,103.625,-6.625,29.246450854885964,0.6987096631238537,31,31,1.0,ok
2024-01-01,G025_R386_C1135,103.875,-6.625,103.875,-6.625,29.210967094667495,0.6703225657824547,31,31,1.0,ok
2024-01-01,G025_R386_C1136,104.125,-6.625,104.125,-6.625,29.165160702120872,0.6319354737718259,31,31,1.0,ok
2024-01-01,G025_R386_C1137,104.375,-6.625,104.375,-6.625,29.117096193375126,0.5909677304087146,31,31,1.0,ok
2024-01-01,G025_R386_C1138,104.625,-6.625,104.625,-6.625,29.063225100117346,0.5445161145180464,31,31,1.0,ok
2024-01-01,G025_R386_C1139,104.875,-6.625,104.875,-6.625,29.014515415314705,0.5009677328409687,31,31,1.0,ok
2024-01-01,G025_R386_C1141,105.375,-6.625,105.375,-6.625,28.906128360379128,0.40451611842839946,31,31,1.0,ok
2024-01-01,G025_R387_C1132,103.125,-6.875,103.125,-6.875,29.26258001019878,0.7029032142412278,31,31,1.0,ok
2024-01-01,G025_R387_C1133,103.375,-6.875,103.375,-6.875,29.244838099325857,0.689677401896446,31,31,1.0,ok
2024-01-01,G025_R387_C1134,103.625,-6.875,103.625,-6.875,29.20806367935673,0.6583870834400577,31,31,1.0,ok
2024-01-01,G025_R387_C1135,103.875,-6.875,103.875,-6.875,29.181612199352635,0.638064500785643,31,31,1.0,ok
2024-01-01,G025_R387_C1136,104.125,-6.875,104.125,-6.875,29.16193482183641,0.6248386954107592,31,31,1.0,ok
2024-01-01,G025_R387_C1137,104.375,-6.875,104.375,-6.875,29.130321810322425,0.5996773983201673,31,31,1.0,ok
2024-01-01,G025_R387_C1138,104.625,-6.875,104.625,-6.875,29.07064450171686,0.5464516000882271,31,31,1.0,ok
2024-01-01,G025_R387_C1139,104.875,-6.875,104.875,-6.875,28.982902588382846,0.4609677334346117,31,31,1.0,ok
2024-01-01,G025_R387_C1140,105.125,-6.875,105.125,-6.875,28.8974186681932,0.379677414713848,31,31,1.0,ok
2024-01-01,G025_R387_C1141,105.375,-6.875,105.375,-6.875,28.819676799158895,0.30548386137572026,31,31,1.0,ok
2024-01-01,G025_R387_C1142,105.625,-6.875,105.625,-6.875,28.73870904984013,0.2245161222113717,31,31,1.0,ok
2024-01-01,G025_R387_C1143,105.875,-6.875,105.875,-6.875,28.62806381717805,0.10741935015445755,31,31,1.0,ok
2024-01-01,G025_R388_C1132,103.125,-7.125,103.125,-7.125,29.22483807225381,0.6670967546562033,31,31,1.0,ok
2024-01-01,G025_R388_C1133,103.375,-7.125,103.375,-7.125,29.209031628024192,0.6541935290780759,31,31,1.0,ok
2024-01-01,G025_R388_C1134,103.625,-7.125,103.625,-7.125,29.17838631906817,0.6264515963773574,31,31,1.0,ok
2024-01-01,G025_R388_C1135,103.875,-7.125,103.875,-7.125,29.160966934696322,0.6151612759117158,31,31,1.0,ok
2024-01-01,G025_R388_C1136,104.125,-7.125,104.125,-7.125,29.144838087020382,0.6035483734261605,31,31,1.0,ok
2024-01-01,G025_R388_C1137,104.375,-7.125,104.375,-7.125,29.114515366092807,0.5780645036889661,31,31,1.0,ok
2024-01-01,G025_R388_C1138,104.625,-7.125,104.625,-7.125,29.054192942957723,0.5225806322789961,31,31,1.0,ok
2024-01-01,G025_R388_C1139,104.875,-7.125,104.875,-7.125,28.970644612466135,0.44193547687703566,31,31,1.0,ok
2024-01-01,G025_R388_C1140,105.125,-7.125,105.125,-7.125,28.871612241191247,0.3448386991456632,31,31,1.0,ok
2024-01-01,G025_R388_C1141,105.375,-7.125,105.375,-7.125,28.800644597699566,0.2783870867062961,31,31,1.0,ok
2024-01-01,G025_R388_C1142,105.625,-7.125,105.625,-7.125,28.753870441067605,0.22612902708351612,31,31,1.0,ok
2024-01-01,G025_R388_C1143,105.875,-7.125,105.875,-7.125,28.702902701593214,0.16806451273300954,31,31,1.0,ok
2024-01-01,G025_R388_C1144,106.125,-7.125,106.125,-7.125,28.636773509363973,0.0951612878350481,31,31,1.0,ok
2024-01-01,G025_R388_C1145,106.375,-7.125,106.375,-7.125,28.62128977621755,0.07161290192555997,31,31,1.0,ok
2024-01-01,G025_R389_C1132,103.125,-7.375,103.125,-7.375,29.1735476832236,0.6180645023742991,31,31,1.0,ok
2024-01-01,G025_R389_C1133,103.375,-7.375,103.375,-7.375,29.167741283293694,0.6135483711597419,31,31,1.0,ok
2024-01-01,G025_R389_C1134,103.625,-7.375,103.625,-7.375,29.155160534766413,0.6038709562872687,31,31,1.0,ok
2024-01-01,G025_R389_C1135,103.875,-7.375,103.875,-7.375,29.149031546808057,0.60161288515214,31,31,1.0,ok
2024-01-01,G025_R389_C1136,104.125,-7.375,104.125,-7.375,29.126128473589496,0.5819354658165286,31,31,1.0,ok
2024-01-01,G025_R389_C1137,104.375,-7.375,104.375,-7.375,29.093225109961725,0.5525806339517716,31,31,1.0,ok
2024-01-01,G025_R389_C1138,104.625,-7.375,104.625,-7.375,29.046451076384514,0.5074193376687265,31,31,1.0,ok
2024-01-01,G025_R389_C1139,104.875,-7.375,104.875,-7.375,28.993225220711,0.4558064408840672,31,31,1.0,ok
2024-01-01,G025_R389_C1140,105.125,-7.375,105.125,-7.375,28.929676671181955,0.39258063476412525,31,31,1.0,ok
2024-01-01,G025_R389_C1141,105.375,-7.375,105.375,-7.375,28.89516061352145,0.35935482935559365,31,31,1.0,ok
2024-01-01,G025_R389_C1142,105.625,-7.375,105.625,-7.375,28.880644582932995,0.34258063798469884,31,31,1.0,ok
2024-01-01,G025_R389_C1143,105.875,-7.375,105.875,-7.375,28.87419282236407,0.3258064409056979,31,31,1.0,ok
2024-01-01,G025_R389_C1144,106.125,-7.375,106.125,-7.375,28.83838653564453,0.28032257341809813,31,31,1.0,ok
2024-01-01,G025_R389_C1145,106.375,-7.375,106.375,-7.375,28.795160785798103,0.2287096758523295,31,31,1.0,ok
2024-01-01,G025_R390_C1132,103.125,-7.625,103.125,-7.625,29.114192901119107,0.5603225649364533,31,31,1.0,ok
2024-01-01,G025_R390_C1133,103.375,-7.625,103.375,-7.625,29.115806025843465,0.5629032143662053,31,31,1.0,ok
2024-01-01,G025_R390_C1134,103.625,-7.625,103.625,-7.625,29.116773666874057,0.5648386979535702,31,31,1.0,ok
2024-01-01,G025_R390_C1135,103.875,-7.625,103.875,-7.625,29.125483297532604,0.5770967597922971,31,31,1.0,ok
2024-01-01,G025_R390_C1136,104.125,-7.625,104.125,-7.625,29.107095902965916,0.5599999845989289,31,31,1.0,ok
2024-01-01,G025_R390_C1137,104.375,-7.625,104.375,-7.625,29.088386474117154,0.5435483753681183,31,31,1.0,ok
2024-01-01,G025_R390_C1138,104.625,-7.625,104.625,-7.625,29.0587091138286,0.5148386969681709,31,31,1.0,ok
2024-01-01,G025_R390_C1139,104.875,-7.625,104.875,-7.625,29.02967680654218,0.48548385717215076,31,31,1.0,ok
2024-01-01,G025_R390_C1140,105.125,-7.625,105.125,-7.625,29.003547729984408,0.4606451473288959,31,31,1.0,ok
2024-01-01,G025_R390_C1141,105.375,-7.625,105.375,-7.625,29.002902553927512,0.4593548262792249,31,31,1.0,ok
2024-01-01,G025_R390_C1142,105.625,-7.625,105.625,-7.625,29.02225746647004,0.4732257913677923,31,31,1.0,ok
2024-01-01,G025_R390_C1143,105.875,-7.625,105.875,-7.625,29.03999931581559,0.481290310140579,31,31,1.0,ok
2024-01-01,G025_R390_C1144,106.125,-7.625,106.125,-7.625,29.03548320647209,0.4658064399395258,31,31,1.0,ok
2024-01-01,G025_R390_C1145,106.375,-7.625,106.375,-7.625,28.991934745542466,0.4132257986573442,31,31,1.0,ok
2024-01-01,G025_R390_C1146,106.625,-7.625,106.625,-7.625,28.933547789050685,0.34193547436546895,31,31,1.0,ok
2024-01-01,G025_R390_C1147,106.875,-7.625,106.875,-7.625,28.887741211921938,0.2796774134039879,31,31,1.0,ok
2024-01-01,G025_R391_C1132,103.125,-7.875,103.125,-7.875,29.07193479230327,0.5209677293295821,31,31,1.0,ok
2024-01-01,G025_R391_C1133,103.375,-7.875,103.375,-7.875,29.08709612200337,0.5332257926103569,31,31,1.0,ok
2024-01-01,G025_R391_C1134,103.625,-7.875,103.625,-7.875,29.090644528788904,0.5383870827574884,31,31,1.0,ok
2024-01-01,G025_R391_C1135,103.875,-7.875,103.875,-7.875,29.100321923532793,0.5499999846421904,31,31,1.0,ok
2024-01-01,G025_R391_C1136,104.125,-7.875,104.125,-7.875,29.093870347545995,0.5451612790986415,31,31,1.0,ok
2024-01-01,G025_R391_C1137,104.375,-7.875,104.375,-7.875,29.099031509891635,0.5516128862096418,31,31,1.0,ok
2024-01-01,G025_R391_C1138,104.625,-7.875,104.625,-7.875,29.083870303246282,0.5377419184773199,31,31,1.0,ok
2024-01-01,G025_R391_C1139,104.875,-7.875,104.875,-7.875,29.06774127098822,0.5199999900594834,31,31,1.0,ok
2024-01-01,G025_R391_C1140,105.125,-7.875,105.125,-7.875,29.061289756528794,0.5132257944393542,31,31,1.0,ok
2024-01-01,G025_R391_C1141,105.375,-7.875,105.375,-7.875,29.060644641999275,0.5122580576327539,31,31,1.0,ok
2024-01-01,G025_R391_C1142,105.625,-7.875,105.625,-7.875,29.082902785270445,0.5287096680652711,31,31,1.0,ok
2024-01-01,G025_R391_C1143,105.875,-7.875,105.875,-7.875,29.12483818300309,0.5587096661329269,31,31,1.0,ok
2024-01-01,G025_R391_C1144,106.125,-7.875,106.125,-7.875,29.13806386147776,0.562580629462196,31,31,1.0,ok
2024-01-01,G025_R391_C1145,106.375,-7.875,106.375,-7.875,29.113225075506396,0.5258064404610665,31,31,1.0,ok
2024-01-01,G025_R391_C1146,106.625,-7.875,106.625,-7.875,29.06451545223113,0.4658064390382459,31,31,1.0,ok
2024-01-01,G025_R391_C1147,106.875,-7.875,106.875,-7.875,29.010967070056545,0.39483870187353703,31,31,1.0,ok
