month,raw_subset,status,n_daily_files
2021-02-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2021\oisst_daily_subset_202102_v1.nc,ok,28
2021-03-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2021\oisst_daily_subset_202103_v1.nc,ok,31
2021-04-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2021\oisst_daily_subset_202104_v1.nc,ok,30
2021-05-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2021\oisst_daily_subset_202105_v1.nc,ok,31
2021-06-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2021\oisst_daily_subset_202106_v1.nc,ok,30
2021-07-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2021\oisst_daily_subset_202107_v1.nc,ok,31
2021-08-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2021\oisst_daily_subset_202108_v1.nc,ok,31
2021-09-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2021\oisst_daily_subset_202109_v1.nc,ok,30
2021-10-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2021\oisst_daily_subset_202110_v1.nc,ok,31
2021-11-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2021\oisst_daily_subset_202111_v1.nc,ok,30
2021-12-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2021\oisst_daily_subset_202112_v1.nc,ok,31
2022-01-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2022\oisst_daily_subset_202201_v1.nc,ok,31
2022-02-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2022\oisst_daily_subset_202202_v1.nc,ok,28
2022-03-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2022\oisst_daily_subset_202203_v1.nc,ok,31
2022-04-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2022\oisst_daily_subset_202204_v1.nc,ok,30
2022-05-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2022\oisst_daily_subset_202205_v1.nc,ok,31
2022-06-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2022\oisst_daily_subset_202206_v1.nc,ok,30
2022-07-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2022\oisst_daily_subset_202207_v1.nc,ok,31
2022-08-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2022\oisst_daily_subset_202208_v1.nc,ok,31
2022-09-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2022\oisst_daily_subset_202209_v1.nc,ok,30
2022-10-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2022\oisst_daily_subset_202210_v1.nc,ok,31
2022-11-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2022\oisst_daily_subset_202211_v1.nc,ok,30
2022-12-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2022\oisst_daily_subset_202212_v1.nc,ok,31
2023-01-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2023\oisst_daily_subset_202301_v1.nc,ok,31
2023-02-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2023\oisst_daily_subset_202302_v1.nc,ok,28
2023-03-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2023\oisst_daily_subset_202303_v1.nc,ok,31
2023-04-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2023\oisst_daily_subset_202304_v1.nc,ok,30
2023-05-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2023\oisst_daily_subset_202305_v1.nc,ok,31
2023-06-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2023\oisst_daily_subset_202306_v1.nc,ok,30
2023-07-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2023\oisst_daily_subset_202307_v1.nc,ok,31
2023-08-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2023\oisst_daily_subset_202308_v1.nc,ok,31
2023-09-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2023\oisst_daily_subset_202309_v1.nc,ok,30
2023-10-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2023\oisst_daily_subset_202310_v1.nc,ok,31
2023-11-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2023\oisst_daily_subset_202311_v1.nc,ok,30
2023-12-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2023\oisst_daily_subset_202312_v1.nc,ok,31
2024-01-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2024\oisst_daily_subset_202401_v1.nc,ok,31
2024-02-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2024\oisst_daily_subset_202402_v1.nc,ok,29
2024-03-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2024\oisst_daily_subset_202403_v1.nc,ok,31
2024-04-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2024\oisst_daily_subset_202404_v1.nc,ok,30
2024-05-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2024\oisst_daily_subset_202405_v1.nc,ok,31
2024-06-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2024\oisst_daily_subset_202406_v1.nc,ok,30
2024-07-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2024\oisst_daily_subset_202407_v1.nc,ok,31
2024-08-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2024\oisst_daily_subset_202408_v1.nc,ok,31
2024-09-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2024\oisst_daily_subset_202409_v1.nc,ok,30
2024-10-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2024\oisst_daily_subset_202410_v1.nc,ok,31
2024-11-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2024\oisst_daily_subset_202411_v1.nc,ok,30
2024-12-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2024\oisst_daily_subset_202412_v1.nc,ok,31
2025-01-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2025\oisst_daily_subset_202501_v1.nc,ok,31
2025-02-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2025\oisst_daily_subset_202502_v1.nc,ok,28
2025-03-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2025\oisst_daily_subset_202503_v1.nc,ok,31
2025-04-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2025\oisst_daily_subset_202504_v1.nc,ok,30
2025-05-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2025\oisst_daily_subset_202505_v1.nc,ok,31
2025-06-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2025\oisst_daily_subset_202506_v1.nc,ok,30
2025-07-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2025\oisst_daily_subset_202507_v1.nc,ok,31
2025-08-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2025\oisst_daily_subset_202508_v1.nc,ok,31
2025-09-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2025\oisst_daily_subset_202509_v1.nc,ok,30
2025-10-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2025\oisst_daily_subset_202510_v1.nc,ok,31
2025-11-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2025\oisst_daily_subset_202511_v1.nc,ok,30
2025-12-01,D:\thesis\data\raw\sst\OISST_v2.1_daily_subset\2025\oisst_daily_subset_202512_v1.nc,ok,31
